Material;Material Group;Billing doc. date;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Business Group1;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Region1;Sales document;Sales doc. type;Plant;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg; Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;Overhead Group;IPI %;II %
LZ19\SOU55RN;LZ19;03/21/2018;03/01/2018;03/16/2018;03/22/2018;03/21/2018;03/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3136466;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;760,0;4,24;3221,72;4,78;3632,96;6,07;4613,28;3,54468;1,02737;4,57205;0,12316;0,30769;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;03/21/2018;03/01/2018;03/22/2018;03/22/2018;03/21/2018;03/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3140594;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;570,0;4,48;2552,46;5,02;2863,83;6,38;3636,60;3,54468;1,02737;4,57205;0,12316;0,30769;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;03/21/2018;03/01/2018;03/22/2018;03/22/2018;03/21/2018;03/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3141452;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.140,0;4,16;4747,42;4,73;5395,47;6,01;6851,40;3,54468;1,02737;4,57205;0,12316;0,30769;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;03/26/2018;03/01/2018;03/27/2018;03/27/2018;03/26/2018;03/26/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3144382;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;570,0;4,24;2416,29;4,78;2724,71;6,07;3459,96;3,54468;1,02737;4,57205;0,12316;0,30769;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;03/29/2018;03/01/2018;04/02/2018;04/02/2018;03/29/2018;03/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3147569;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;950,0;4,48;4254,10;5,02;4773,03;6,38;6061,00;3,54468;1,02737;4,57205;0,12316;0,30769;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/03/2018;04/01/2018;04/05/2018;04/04/2018;04/03/2018;04/03/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3149835;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;760,0;4,24;3221,72;4,78;3632,96;6,07;4613,28;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/10/2018;04/01/2018;04/11/2018;04/11/2018;04/10/2018;04/10/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3155037;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.140,0;4,16;4747,42;4,73;5395,47;6,01;6851,40;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/13/2018;04/01/2018;04/16/2018;04/16/2018;04/13/2018;04/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3158420;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;570,0;4,24;2416,29;4,78;2724,71;6,07;3459,96;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/18/2018;04/01/2018;04/19/2018;04/19/2018;04/18/2018;04/18/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3161817;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.140,0;4,16;4747,42;4,73;5395,47;6,01;6851,40;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/19/2018;04/01/2018;04/20/2018;04/20/2018;04/19/2018;04/19/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3162769;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;380,0;4,24;1610,86;4,78;1816,48;6,07;2306,64;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/26/2018;04/01/2018;04/27/2018;04/27/2018;04/26/2018;04/26/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3167813;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;760,0;4,24;3221,72;4,78;3632,96;6,07;4613,28;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/27/2018;04/01/2018;04/30/2018;04/30/2018;04/27/2018;04/27/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3168856;ZOR;P105;FIRST DI;N10;STOCK ITEM;950,0;5,12;4863,81;5,56;5281,84;7,06;6707,10;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/27/2018;04/01/2018;04/30/2018;04/30/2018;04/27/2018;04/27/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3168873;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.140,0;4,16;4747,42;4,73;5395,47;6,01;6851,40;3,71342;1,02737;4,74079;0,12316;0,302;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/04/2018;05/01/2018;05/07/2018;05/07/2018;05/04/2018;05/04/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3173478;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;760,0;4,33;3291,98;4,87;3704,72;6,19;4704,40;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/10/2018;05/01/2018;05/11/2018;05/11/2018;05/10/2018;05/10/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3177114;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;1.140,0;4,26;4852,24;4,83;5503,21;6,13;6988,20;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/11/2018;05/01/2018;05/14/2018;05/14/2018;05/11/2018;05/11/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3178670;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;760,0;4,33;3291,98;4,87;3704,72;6,19;4704,40;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/14/2018;05/01/2018;05/15/2018;05/15/2018;05/14/2018;05/14/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3180134;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;570,0;4,52;2578,85;5,07;2890,75;6,44;3670,80;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/16/2018;05/01/2018;05/17/2018;05/17/2018;05/16/2018;05/16/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3181195;ZOR;P105;FIRST DI;N10;STOCK ITEM;1.140,0;5,23;5962,20;5,67;6463,80;7,20;8208,00;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/29/2018;05/01/2018;05/30/2018;05/30/2018;05/29/2018;05/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3189343;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;950,0;4,48;4254,10;5,02;4773,03;6,38;6061,00;3,86521;1,02737;4,89258;0,12316;0,28801;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;06/04/2018;06/01/2018;06/06/2018;06/06/2018;06/05/2018;06/04/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3196219;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;570,0;4,33;2469,01;4,87;2778,58;6,19;3528,36;3,918;1,02737;4,94537;0,12316;0,27411;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;06/05/2018;06/01/2018;06/06/2018;06/06/2018;06/05/2018;06/05/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3196359;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;760,0;4,33;3292,02;4,87;3704,78;6,19;4704,48;3,918;1,02737;4,94537;0,12316;0,27411;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;06/12/2018;06/01/2018;06/11/2018;06/13/2018;06/12/2018;06/12/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3199641;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;760,0;4,38;3327,51;4,87;3704,78;6,19;4704,48;3,918;1,02737;4,94537;0,12316;0,27411;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;06/19/2018;06/01/2018;06/20/2018;06/20/2018;06/19/2018;06/19/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3206323;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;380,0;4,38;1663,73;4,87;1852,36;6,19;2352,20;3,918;1,02737;4,94537;0,12316;0,27411;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;07/03/2018;07/01/2018;07/04/2018;07/04/2018;07/03/2018;07/03/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3216393;ZOR;P105;VALUE CG;ZPL1;STOCK ITEM;570,0;4,48;2551,44;5,02;2863,87;6,38;3636,66;3,63742;1,02737;4,66479;0,12316;0,26479;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;07/23/2018;07/01/2018;07/24/2018;07/24/2018;07/23/2018;07/23/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3230918;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;1.900,0;4,53;8599,59;5,02;9545,92;6,38;12121,81;3,63742;1,02737;4,66479;0,12316;0,26479;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;09/13/2018;09/01/2018;09/14/2018;09/14/2018;09/13/2018;09/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3267098;ZOR;P105;BRONZE;ZPL1;STOCK ITEM;1.900,0;4,72;8969,43;5,22;9920,14;6,63;12597,00;3,87942;1,02737;4,90679;0,12316;0,245;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;10/22/2018;10/01/2018;10/23/2018;10/23/2018;10/22/2018;10/22/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3294035;ZOR;P105;BRONZE;ZPL2;STOCK ITEM;190,0;5,01;952,72;5,54;1051,87;7,03;1335,70;4,03789;1,02737;5,06526;0,12316;0,2445;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/01/2018;11/01/2018;10/29/2018;10/31/2018;10/31/2018;11/01/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3298355;ZOR;P105;BRONZE;N30;STOCK ITEM;190,0;4,87;926,00;5,11;971,72;7,03;1335,70;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/06/2018;11/01/2018;11/07/2018;11/07/2018;11/06/2018;11/06/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3303177;ZOR;P105;BRONZE;ZPL1;STOCK ITEM;570,0;5,06;2886,05;5,57;3173,55;7,07;4029,90;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/08/2018;11/01/2018;11/06/2018;11/06/2018;11/06/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3304609;ZOR;P105;BRONZE;N30;STOCK ITEM;190,0;4,84;920,52;5,09;966,19;6,99;1328,10;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/13/2018;11/01/2018;11/14/2018;11/14/2018;11/13/2018;11/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/RS;Rio Grande do Sul;3309013;ZOR;P105;BRONZE;ZPL1;STOCK ITEM;760,0;4,71;3575,95;5,21;3956,09;6,61;5023,60;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/21/2018;11/01/2018;11/22/2018;11/22/2018;11/21/2018;11/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3311499;ZOR;P105;BRONZE;ZPL2;STOCK ITEM;380,0;4,74;1802,26;5,26;1998,99;6,68;2538,40;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;11/29/2018;11/01/2018;11/28/2018;11/28/2018;11/28/2018;11/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3318674;ZOR;P105;FIRST DI;N30;STOCK ITEM;190,0;4,84;920,53;5,09;966,21;6,99;1328,12;3,55621;1,02737;4,58358;0,12316;0,2698;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;01/08/2019;01/01/2019;01/09/2019;01/09/2019;01/08/2019;01/08/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3342621;ZOR;P105;BRONZE;ZPL2;STOCK ITEM;570,0;4,74;2703,37;5,26;2998,48;6,68;3807,60;3,32974;1,28547;4,61521;0,14121;0,26029;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;02/07/2019;02/01/2019;02/08/2019;02/08/2019;02/07/2019;02/07/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3364220;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;570,0;4,74;2703,40;5,26;2998,53;6,68;3807,66;3,25016;1,28547;4,53563;0,14121;0,2649;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;04/18/2019;04/01/2019;04/22/2019;04/22/2019;04/18/2019;04/18/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3415360;ZOR;P105;BRONZE;ZPL2;STOCK ITEM;570,0;4,29;2446,87;4,80;2738,14;6,10;3477,00;3,43226;1,28547;4,71774;0,14121;0,2594;BRL;1;;BR23;5;14
LZ19\SOU55RN;LZ19;05/09/2019;05/01/2019;05/10/2019;05/10/2019;05/09/2019;05/09/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3429565;ZOR;P105;BRONZE;N10;STOCK ITEM;760,0;5,06;3849,10;5,50;4183,52;6,99;5312,40;3,60889;1,28547;4,89437;0,14121;0,2505;BRL;1;;BR23;5;14
LZ19\TN264;LZ19;01/22/2018;01/01/2018;01/18/2018;01/18/2018;01/18/2018;01/22/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3084539;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;24.000,0;3,39;81307,20;3,68;88263,00;4,67;112080,00;3,28265;0,93402;4,21667;0,02976;0,3022;BRL;1;;BR23;5;14
LZ19\TN264;LZ19;02/08/2018;02/01/2018;02/08/2018;02/08/2018;02/08/2018;02/08/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SC;Santa Catarina;3103674;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;12.000,0;3,43;41113,20;3,72;44604,00;4,72;56640,00;3,12989;0,93402;4,06391;0,02976;0,3176;BRL;1;;BR23;5;14
LZ20\;LZ20;10/16/2019;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/16/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3494927;ZOR;P105;BRONZE;N10;STOCK ITEM;198,0;0,01;2,88;0,01;2,88;0,02;3,96;3,46707;1,12563;4,5927;1,12563;0,2401;BRL;8400;;BR22;5;14
LZ20\FITL52;LZ20;01/11/2018;01/01/2018;01/12/2018;01/12/2018;01/11/2018;01/11/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3088713;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;150,0;3,96;594,02;4,52;678,44;5,74;861,50;3,4394;1,1926;4,632;0,3016;0,30224;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;01/17/2018;01/01/2018;01/12/2018;01/18/2018;01/17/2018;01/17/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3088713;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;250,0;3,96;990,03;4,52;1130,72;5,74;1435,83;3,4394;1,1926;4,632;0,3016;0,30224;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;01/23/2018;01/01/2018;01/24/2018;01/24/2018;01/23/2018;01/23/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3097731;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;300,0;3,96;1188,03;4,52;1356,85;5,74;1722,99;3,4394;1,1926;4,632;0,3016;0,30224;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;01/26/2018;01/01/2018;01/26/2018;01/26/2018;01/26/2018;01/26/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3097778;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;250,0;4,15;1036,70;4,43;1107,62;6,09;1522,50;3,4394;1,1926;4,632;0,3016;0,30224;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/06/2018;02/01/2018;02/07/2018;02/07/2018;02/06/2018;02/06/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3108800;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;400,0;3,96;1584,04;4,52;1809,13;5,74;2297,32;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/07/2018;02/01/2018;01/26/2018;01/29/2018;01/29/2018;02/07/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3099897;ZOR;P105;FIRST DI;N30;STOCK ITEM;400,0;4,07;1626,84;4,34;1734,33;5,96;2383,96;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/07/2018;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3109586;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;950,0;4,56;4335,61;5,14;4886,26;7,07;6716,50;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/15/2018;02/01/2018;02/08/2018;02/16/2018;02/15/2018;02/15/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3109586;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;350,0;4,56;1597,33;5,14;1800,20;7,07;2474,50;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/15/2018;02/01/2018;02/15/2018;02/15/2018;02/15/2018;02/15/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3112059;ZOR;P105;FIRST DI;ZPL1;STOCK ITEM;300,0;4,15;1244,04;4,43;1329,14;6,09;1827,00;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;02/16/2018;02/01/2018;02/19/2018;02/19/2018;02/16/2018;02/16/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3117035;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;400,0;3,96;1584,04;4,52;1809,13;5,74;2297,32;3,2706;1,1926;4,4632;0,3016;0,31758;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;03/01/2018;03/01/2018;03/02/2018;03/02/2018;03/01/2018;03/01/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3125025;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;500,0;4,42;2212,45;5,00;2500,31;6,35;3175,00;3,61;1,1926;4,8026;0,3016;0,30768;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;03/13/2018;03/01/2018;03/14/2018;03/14/2018;03/13/2018;03/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3134878;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;450,0;4,42;1991,21;5,00;2250,28;6,35;2857,50;3,61;1,1926;4,8026;0,3016;0,30768;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;04/11/2018;04/01/2018;03/28/2018;04/12/2018;04/11/2018;04/11/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3145510;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;300,0;4,42;1327,47;5,00;1500,19;6,35;1905,00;3,8084;1,1926;5,001;0,3016;0,30198;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;04/11/2018;04/01/2018;04/12/2018;04/12/2018;04/11/2018;04/11/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3151313;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.200,0;4,56;5476,56;5,14;6172,11;7,07;8484,00;3,8084;1,1926;5,001;0,3016;0,30198;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;04/24/2018;04/01/2018;04/25/2018;04/25/2018;04/24/2018;04/24/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3166016;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;400,0;4,42;1769,96;5,00;2000,25;6,35;2540,00;3,8084;1,1926;5,001;0,3016;0,30198;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;05/15/2018;05/01/2018;05/16/2018;05/16/2018;05/15/2018;05/15/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3181059;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;400,0;4,52;1809,80;5,10;2041,20;6,48;2592,00;3,9884;1,1926;5,181;0,3016;0,28798;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;05/24/2018;05/01/2018;05/25/2018;05/25/2018;05/24/2018;05/24/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3188359;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;500,0;4,52;2262,25;5,10;2551,50;6,48;3240,00;3,9884;1,1926;5,181;0,3016;0,28798;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;06/06/2018;06/01/2018;06/07/2018;06/07/2018;06/06/2018;06/06/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3197304;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.150,0;4,66;5362,34;5,25;6032,07;7,21;8291,50;4,055;1,1926;5,2476;0,3016;0,27408;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;06/13/2018;06/01/2018;06/13/2018;06/13/2018;06/13/2018;06/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/SP;São Paulo;3200572;ZOR;P105;VALUE CG;N30;STOCK ITEM;300,0;4,71;1412,40;4,95;1484,10;6,80;2040,00;4,055;1,1926;5,2476;0,3016;0,27408;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;06/13/2018;06/01/2018;06/13/2018;06/14/2018;06/13/2018;06/13/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3200579;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;400,0;4,80;1918,84;5,32;2126,25;6,75;2700,00;4,055;1,1926;5,2476;0,3016;0,27408;BRL;1;;BR23;5;14
LZ20\FITL52;LZ20;06/22/2018;06/01/2018;06/25/2018;06/25/2018;06/22/2018;06/22/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3903.90.90;BR/MG;Minas Gerais;3210085;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;1.000,0;4,80;4797,10;5,32;5315,62;6,75;6750,00;4,055;1,1926;5,2476;0,3016;0,27408;BRL;1;;BR23;5;14
