Material;Material Group;Billing doc. date;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Business Group1;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Region1;Sales document;Sales doc. type;Plant;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg; Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;Overhead Group;IPI %;II %
LZ1\300;LZ1;08/01/2018;08/01/2018;07/24/2018;08/02/2018;08/01/2018;08/01/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3229857;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;67,50;48600,26;69,59;50108,07;95,66;68877,07;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;;10;14
LZ1\300;LZ1;08/02/2018;08/01/2018;08/05/2018;08/05/2018;08/02/2018;08/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3223023;ZOR;P105;FIRST DI;N35;STOCK ITEM;540,0;67,40;36394,18;69,49;37523,30;95,52;51578,42;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;;10;14
LZ1\300;LZ1;08/31/2018;08/01/2018;09/03/2018;09/03/2018;08/31/2018;08/31/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3236109;ZOR;P105;FIRST DI;N35;STOCK ITEM;360,0;75,16;27058,62;77,49;27898,11;106,52;38347,92;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;;10;14
LZ1\300;LZ1;09/06/2018;09/01/2018;09/05/2018;09/10/2018;09/06/2018;09/06/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3258645;ZOR;P105;FIRST DI;N35;STOCK ITEM;360,0;74,80;26928,02;77,12;27763,46;106,01;38162,84;51,15639;7,00744;58,16383;0;0,25262;BRL;1;T163;;10;14
LZ1\300;LZ1;10/02/2018;10/01/2018;10/03/2018;10/03/2018;10/02/2018;10/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3262022;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;72,40;52125,25;74,64;53742,40;102,60;73872,72;57,74289;7,14433;64,88722;0;0,24463;BRL;1;T163;;10;14
LZ1\300;LZ1;11/01/2018;11/01/2018;11/05/2018;11/05/2018;11/01/2018;11/01/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3291087;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;66,83;48119,64;68,91;49612,56;94,72;68195,95;55,138;6,32589;61,46389;0;0,26121;BRL;1;T163;;10;14
LZ1\300;LZ1;11/30/2018;11/01/2018;11/05/2018;12/03/2018;11/30/2018;11/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3223026;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;69,33;49919,85;71,48;51468,58;98,26;70747,20;55,138;6,32589;61,46389;0;0,26121;BRL;1;T163;;10;14
LZ1\300;LZ1;02/04/2019;02/01/2019;02/05/2019;02/05/2019;02/04/2019;02/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3300185;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;65,96;47494,57;68,01;48968,07;93,49;67310,06;55,18711;4,51633;59,70344;0;0,26251;BRL;1;T163;;10;14
LZ1\300;LZ1;04/01/2019;04/01/2019;04/02/2019;04/02/2019;04/01/2019;04/01/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3360364;ZOR;P105;GOLD;N35;STOCK ITEM;720,0;70,05;50435,33;72,22;52000,09;99,27;71477,78;51,99172;4,621;56,61272;0;0,26167;BRL;1;T163;;10;14
LZ1\300;LZ1;05/03/2019;05/01/2019;05/15/2019;05/06/2019;05/03/2019;05/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3381314;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;71,28;51319,22;73,49;52911,40;101,01;72730,44;52,60822;4,67789;57,28611;0;0,25326;BRL;1;T163;;10;14
LZ1\300;LZ1;06/04/2019;06/01/2019;06/05/2019;06/05/2019;06/04/2019;06/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3420654;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;70,11;50482,55;72,29;52048,75;99,37;71544,67;55,24217;4,65572;59,89789;0;0,24837;BRL;1;T163;;10;14
LZ1\300;LZ1;06/25/2019;06/01/2019;07/05/2019;06/26/2019;06/25/2019;06/25/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3420656;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;68,73;49486,60;70,86;51021,89;97,41;70133,18;55,24217;4,65572;59,89789;0;0,24837;BRL;1;T163;;10;14
LZ1\300;LZ1;07/04/2019;07/01/2019;07/05/2019;07/05/2019;07/04/2019;07/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3400127;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;69,17;49798,85;71,31;51343,87;98,02;70575,77;55,87372;4,42622;60,29994;0;0,25691;BRL;1;T163;;10;14
LZ1\300;LZ1;08/14/2019;08/01/2019;08/15/2019;08/15/2019;08/14/2019;08/14/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3449136;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0;75,75;54538,42;78,04;56190,02;107,27;77237,14;51,989;4,27589;56,26489;0;0,26362;BRL;1;T163;;10;14
LZ1\300;LZ1;09/04/2019;09/01/2019;09/05/2019;09/05/2019;09/04/2019;09/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3451440;ZOR;P105;GOLD;N35;STOCK ITEM;720,0;79,41;57173,79;81,81;58905,19;112,46;80969,33;53,33661;4,61328;57,94989;0;0,24759;BRL;1;T163;;10;14
LZ1\300;LZ1;10/03/2019;10/01/2019;10/04/2019;10/04/2019;10/03/2019;10/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3479145;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0;79,20;85532,70;81,60;88122,86;112,16;121131,07;59,28039;4,72656;64,00694;0;0,24025;BRL;1;T163;;10;14
LZ1\300;LZ1;10/03/2019;10/01/2019;10/05/2019;10/05/2019;10/03/2019;10/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3469832;ZOR;P105;GOLD;N35;STOCK ITEM;720,0;79,20;57021,77;81,60;58748,52;112,16;80753,98;59,28039;4,72656;64,00694;0;0,24025;BRL;1;T163;;10;14
LZ1\300;LZ1;11/01/2019;11/01/2019;11/04/2019;11/04/2019;11/01/2019;11/01/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3489659;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0;76,33;82436,61;78,64;84932,99;108,10;116746,38;61,76372;4,66744;66,43117;0;0,24652;BRL;1;T163;;10;14
LZ1\300;LZ1;12/03/2019;12/01/2019;12/02/2019;12/04/2019;12/03/2019;12/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3503386;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0;77,32;83510,35;79,71;86082,24;109,56;118326,10;61,03711;4,84394;65,88106;0;0,24199;BRL;1;T163;;10;14
LZ1\300;LZ1;01/03/2020;01/01/2020;01/05/2020;01/06/2020;01/03/2020;01/03/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3503390;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0;73,57;79460,43;75,84;81907,57;104,25;112587,73;62,07733;4,85144;66,92878;0;0,24333;BRL;1;T163;;10;14
LZ1\300;LZ1;02/27/2020;02/01/2020;02/06/2020;03/02/2020;02/27/2020;02/27/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3516826;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0;81,16;87655,68;83,66;90355,19;115,00;124199,57;59,88128;5,03533;64,91661;0;0,24114;BRL;1;T163;;10;14
LZ1\300;LZ1;03/02/2020;03/01/2020;03/03/2020;03/03/2020;03/02/2020;03/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3524942;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0;82,31;88893,88;84,84;91631,55;116,62;125954,03;61,88228;5,19822;67,0805;0;0,23098;BRL;1;T163;;10;14
LZ1\300;LZ1;10/02/2020;10/01/2020;10/04/2020;10/05/2020;10/02/2020;10/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3622012;ZOR;P105;GOLD;N60;STOCK ITEM;720,0;99,11;71357,15;102,21;73593,07;140,50;101158,85;80,06883;6,43333;86,50217;0;0,18151;BRL;1;T163;;10;14
LZ1\300;LZ1;11/03/2020;11/01/2020;11/04/2020;11/04/2020;11/03/2020;11/03/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3622013;ZOR;P105;GOLD;N60;STOCK ITEM;900,0;101,35;91214,48;104,53;94072,59;143,68;129309,39;82,34244;6,71144;89,05389;0;0,17892;BRL;1;T163;;10;14
LZ1\300;LZ1;12/02/2020;12/01/2020;12/03/2020;12/03/2020;12/02/2020;12/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3632829;ZOR;P105;GOLD;N60;STOCK ITEM;720,0;92,70;66742,65;95,60;68833,97;131,41;94617,14;78,762;6,579;85,341;0;0,18348;BRL;1;T163;;10;14
LZ2\300;LZ2;02/26/2018;02/01/2018;02/27/2018;02/27/2018;02/26/2018;02/26/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3122171;ZOR;P105;FIRST DI;N30;STOCK ITEM;216,0;55,70;12030,89;57,49;12417,49;79,02;17068,71;52,67546;7,81963;60,49509;0;0,31099;BRL;1;T141;;10;14
LZ2\300;LZ2;04/02/2018;04/01/2018;04/03/2018;04/03/2018;03/28/2018;04/02/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3824.99.89;AR/#;AR/Not assigned;3145375;ZOR;P105;FIRST DI;N45;STOCK ITEM;216,0;17,85;3855,15;18,50;3996,00;18,50;3996,00;44,54722;8,22356;52,77079;0;0,30421;BRL;1;T141;;10;14
LZ2\30A;LZ2;01/02/2018;01/01/2018;01/03/2018;01/03/2018;01/02/2018;01/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3077331;ZOR;P105;PREMIER;N45;STOCK ITEM;40,0;67,77;2710,90;70,33;2813,36;96,68;3867,16;51,062;9,836;60,898;0;0,30482;BRL;1;T141;;10;14
LZ2\30A;LZ2;01/04/2018;01/01/2018;01/09/2018;01/05/2018;01/04/2018;01/04/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3077281;ZOR;P105;FIRST DI;N07;STOCK ITEM;40,0;53,72;2148,62;54,98;2199,38;63,38;2535,30;51,062;9,836;60,898;0;0,30482;BRL;1;T141;;10;14
LZ2\30A;LZ2;01/19/2018;01/01/2018;01/22/2018;01/22/2018;01/19/2018;01/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3095419;ZOR;P105;FIRST DI;N35;STOCK ITEM;20,0;48,58;971,63;50,73;1014,63;69,73;1394,68;51,062;9,836;60,898;0;0,30482;BRL;1;T141;;10;14
LZ2\30A;LZ2;02/07/2018;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3105878;ZOR;P105;PREMIER;N45;STOCK ITEM;40,0;66,10;2643,96;68,60;2743,88;94,29;3771,66;52,0295;9,3595;61,389;0;0,31114;BRL;1;T141;;10;14
LZ2\30A;LZ2;02/09/2018;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3111739;ZOR;P105;FIRST DI;N28;STOCK ITEM;20,0;57,21;1144,20;59,50;1189,94;81,78;1635,66;52,0295;9,3595;61,389;0;0,31114;BRL;1;T141;;10;14
LZ2\30A;LZ2;03/07/2018;03/01/2018;03/27/2018;03/08/2018;03/07/2018;03/07/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3090324;ZOR;P105;FIRST DI;N07;STOCK ITEM;40,0;53,24;2129,50;54,50;2179,80;62,82;2512,74;46,9065;9,6605;56,567;0;0,31162;BRL;1;T141;;10;14
LZ2\30A;LZ2;03/22/2018;03/01/2018;03/14/2018;03/23/2018;03/22/2018;03/22/2018;CA;Performance Coatings;1G;Digital Business Dev;G2;Digi Prntg Ctgs;3824.99.89;BR/SC;Santa Catarina;3128082;ZOR;P105;FIRST DI;CIA;STOCK ITEM;20,0;71,45;1429,04;72,74;1454,70;83,84;1676,89;46,9065;9,6605;56,567;0;0,31162;BRL;1;T141;;10;14
LZ2\30A;LZ2;05/15/2018;05/01/2018;05/16/2018;05/16/2018;05/15/2018;05/15/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3180769;ZOR;P105;PREMIER;N45;STOCK ITEM;20,0;82,85;1656,93;85,73;1714,65;117,85;2356,91;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;;10;14
LZ2\30A;LZ2;05/18/2018;05/01/2018;05/21/2018;05/21/2018;05/18/2018;05/18/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3177177;ZOR;P105;FIRST DI;N30;STOCK ITEM;40,0;59,76;2390,35;62,33;2493,16;71,85;2873,96;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;;10;14
LZ2\30A;LZ2;05/29/2018;05/01/2018;05/28/2018;05/28/2018;05/25/2018;05/29/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3189257;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0;62,44;1248,89;65,07;1301,46;89,45;1788,95;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;;10;14
LZ2\30A;LZ2;05/30/2018;05/01/2018;06/02/2018;06/04/2018;05/30/2018;05/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3174913;ZOR;P105;FIRST DI;N35;STOCK ITEM;20,0;56,38;1127,68;57,84;1156,77;79,50;1590,06;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;;10;14
LZ2\30A;LZ2;06/12/2018;06/01/2018;06/11/2018;06/13/2018;06/12/2018;06/12/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3199669;ZOR;P105;FIRST DI;CIA;STOCK ITEM;20,0;77,91;1558,26;79,39;1587,79;109,13;2182,53;48,0935;8,3365;56,43;0;0,27949;BRL;1;T141;;10;14
LZ2\30A;LZ2;06/13/2018;06/01/2018;04/26/2018;06/12/2018;06/05/2018;06/13/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3824.99.89;AR/#;AR/Not assigned;3165108;ZOR;P105;FIRST DI;N45;STOCK ITEM;400,0;17,85;7139,16;18,66;7465,80;18,66;7465,80;48,0935;8,3365;56,43;0;0,27949;BRL;1;T141;;10;14
LZ2\30A;LZ2;07/17/2018;07/01/2018;07/18/2018;07/18/2018;07/17/2018;07/17/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3226849;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0;64,95;1298,95;67,68;1353,63;93,03;1860,66;50,123;8,629;58,752;0;0,26845;BRL;1;T141;;10;14
LZ2\30A;LZ2;07/24/2018;07/01/2018;07/25/2018;07/25/2018;07/24/2018;07/24/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3231184;ZOR;P105;PREMIER;N45;STOCK ITEM;20,0;91,74;1834,75;94,93;1898,68;130,49;2609,86;50,123;8,629;58,752;0;0,26845;BRL;1;T141;;10;14
LZ2\30A;LZ2;08/16/2018;08/01/2018;08/14/2018;08/17/2018;08/16/2018;08/16/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3245446;ZOR;P105;PLATINUM;N45;STOCK ITEM;20,0;93,09;1861,78;96,33;1926,65;132,42;2648,32;50,136;8,4315;58,5675;0;0,2685;BRL;1;T141;;10;14
LZ2\30A;LZ2;08/30/2018;08/01/2018;08/31/2018;08/31/2018;08/30/2018;08/30/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3257696;ZOR;P105;FIRST DI;N30;STOCK ITEM;80,0;71,05;5684,19;74,01;5920,75;101,73;8138,50;50,136;8,4315;58,5675;0;0,2685;BRL;1;T141;;10;14
LZ2\30A;LZ2;09/10/2018;09/01/2018;09/10/2018;09/11/2018;09/10/2018;09/10/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/RJ;Rio de Janeiro;3261966;ZOR;P105;BRONZE;N30;STOCK ITEM;20,0;89,42;1788,48;92,72;1854,49;106,89;2137,74;61,166;9,643;70,809;0;0,25551;BRL;1;P003;;10;14
LZ2\30A;LZ2;09/19/2018;09/01/2018;09/20/2018;09/20/2018;09/19/2018;09/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3271160;ZOR;P105;BRONZE;N10;STOCK ITEM;20,0;59,90;1197,95;61,51;1230,22;84,55;1691,02;61,166;9,643;70,809;0;0,25551;BRL;1;P003;;10;14
LZ2\30A;LZ2;09/19/2018;09/01/2018;09/21/2018;09/21/2018;09/19/2018;09/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3270169;ZOR;P105;BRONZE;N30;STOCK ITEM;40,0;53,31;2132,42;55,94;2237,61;64,48;2579,37;61,166;9,643;70,809;0;0,25551;BRL;1;P003;;10;14
LZ2\30A;LZ2;10/03/2018;10/01/2018;10/04/2018;10/04/2018;10/03/2018;10/03/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3246335;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0;85,41;6832,85;88,13;7050,01;121,13;9690,74;67,185;9,6625;76,8475;0;0,24471;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;09/21/2018;11/12/2018;11/09/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3272081;ZOR;P105;BRONZE;CIA;STOCK ITEM;20,0;72,11;1442,27;73,51;1470,23;84,74;1694,78;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;11/01/2018;11/12/2018;11/09/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3290148;ZOR;P105;FIRST DI;N28;STOCK ITEM;20,0;65,79;1315,74;68,42;1368,33;94,04;1880,87;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;11/09/2018;11/09/2018;11/08/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3246337;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0;81,28;6502,01;83,86;6708,65;115,27;9221,53;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/09/2018;11/01/2018;09/25/2018;11/12/2018;11/09/2018;11/09/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3274234;ZOR;P105;PLATINUM;N45;STOCK ITEM;40,0;91,38;3655,12;94,56;3782,45;129,98;5199,24;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/12/2018;11/01/2018;02/01/2018;11/13/2018;11/12/2018;11/12/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3289961;ZOR;P105;FIRST DI;N30;STOCK ITEM;140,0;64,44;9022,09;67,13;9397,59;92,27;12917,65;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;11/21/2018;11/01/2018;11/22/2018;11/22/2018;11/21/2018;11/21/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3311128;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0;63,28;1265,69;65,95;1318,98;90,65;1813,02;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;;10;14
LZ2\30A;LZ2;12/05/2018;12/01/2018;12/07/2018;12/07/2018;12/05/2018;12/05/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3305870;ZOR;P105;FIRST DI;N30;STOCK ITEM;40,0;48,36;1934,33;50,77;2030,99;58,53;2341,20;63,036;9,312;72,348;0;0,26043;BRL;1;P003;;10;14
LZ2\30A;LZ2;01/08/2019;01/01/2019;01/09/2019;01/09/2019;01/08/2019;01/08/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3278899;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0;93,40;7471,65;96,12;7689,71;132,13;10570,05;67,7995;9,155;76,9545;0;0,25738;BRL;1;P003;;10;14
LZ2\30A;LZ2;01/08/2019;01/01/2019;01/10/2019;01/10/2019;01/08/2019;01/08/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3305873;ZOR;P105;GOLD;N30;STOCK ITEM;40,0;60,06;2402,49;62,65;2505,83;72,21;2888,56;67,7995;9,155;76,9545;0;0,25738;BRL;1;P003;;10;14
LZ2\30A;LZ2;02/05/2019;02/01/2019;02/06/2019;02/06/2019;02/05/2019;02/05/2019;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3361248;ZOR;P105;FIRST DI;N30;STOCK ITEM;200,0;62,37;12474,31;64,99;12997,09;89,33;17865,42;67,3285;8,996;76,3245;0;0,26163;BRL;1;P003;;10;14
LZ2\30A;LZ2;02/12/2019;02/01/2019;02/13/2019;02/13/2019;02/12/2019;02/12/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3367846;ZOR;P105;PREMIER;N45;STOCK ITEM;20,0;89,28;1785,64;92,42;1848,40;127,04;2540,76;67,3285;8,996;76,3245;0;0,26163;BRL;1;P003;;10;14
LZ2\30A;LZ2;02/18/2019;02/01/2019;02/19/2019;02/19/2019;02/18/2019;02/18/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3371684;ZOR;P105;FIRST DI;N28;STOCK ITEM;20,0;65,02;1300,44;67,62;1352,43;92,95;1859,00;67,3285;8,996;76,3245;0;0,26163;BRL;1;P003;;10;14
LZ2\30A;LZ2;03/11/2019;03/01/2019;03/12/2019;03/12/2019;03/11/2019;03/11/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3378145;ZOR;P105;BRONZE;N30;STOCK ITEM;20,0;65,12;1302,31;67,86;1357,13;93,27;1865,47;66,4205;8,935;75,3555;0;0,2659;BRL;1;P003;;10;14
LZ2\30A;LZ2;03/14/2019;03/01/2019;03/15/2019;03/15/2019;03/14/2019;03/14/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3389935;ZOR;P105;PLATINUM;N45;STOCK ITEM;40,0;88,85;3554,01;91,97;3678,91;126,42;5056,93;66,4205;8,935;75,3555;0;0,2659;BRL;1;P003;;10;14
LZ2\30A;LZ2;03/29/2019;03/01/2019;04/01/2019;04/01/2019;03/29/2019;03/29/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3399519;ZOR;P105;PLATINUM;N45;STOCK ITEM;20,0;88,85;1777,00;91,97;1839,47;126,42;2528,47;66,4205;8,935;75,3555;0;0,2659;BRL;1;P003;;10;14
LZ2\30A;LZ2;05/06/2019;05/01/2019;05/06/2019;05/07/2019;05/06/2019;05/06/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3425008;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0;74,53;1490,66;77,48;1549,53;89,31;1786,20;64,8705;9,513;74,3835;0;0,25419;BRL;1;P003;;10;14
LZ2\30A;LZ2;05/14/2019;05/01/2019;05/15/2019;05/15/2019;05/14/2019;05/14/2019;CA;Performance Coatings;1G;Digital Business Dev;G2;Digi Prntg Ctgs;3824.99.89;BR/SC;Santa Catarina;3433652;ZOR;P105;FIRST DI;CIA;STOCK ITEM;20,0;85,44;1708,70;86,97;1739,39;100,25;2005,05;64,8705;9,513;74,3835;0;0,25419;BRL;1;P003;;10;14
