Material;Material Group;Billing doc. date;Billing doc. date;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Business Group1;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Region1;Sales document;Sales doc. type;Plant;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty;Bulk Ex Work Price;Bulk Ex Works Value;Net value Price;Net value;Invoice Price;Mtl. Inv. Value (S3);Material Cost per KG;L&O Cost per kg;Total Cost  per kg; Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;Overhead Group;IPI %;II %
LZ1\300;LZ1;08/01/2018;08/01/2018;07/24/2018;08/02/2018;08/01/2018;08/01/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3229857;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;67,5 BRL / KG;48.600,26 BRL;69,59 BRL;50.108,07 BRL;95,66 BRL;68.877,07 BRL;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;0;10;14
LZ1\300;LZ1;08/02/2018;08/01/2018;08/05/2018;08/05/2018;08/02/2018;08/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3223023;ZOR;P105;FIRST DI;N35;STOCK ITEM;540,0 KG;67,4 BRL / KG;36.394,18 BRL;69,49 BRL;37.523,30 BRL;95,52 BRL;51.578,42 BRL;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;0;10;14
LZ1\300;LZ1;08/31/2018;08/01/2018;09/03/2018;09/03/2018;08/31/2018;08/31/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3236109;ZOR;P105;FIRST DI;N35;STOCK ITEM;360,0 KG;75,2 BRL / KG;27.058,62 BRL;77,49 BRL;27.898,11 BRL;106,52 BRL;38.347,92 BRL;50,36106;6,37411;56,73517;0;0,26905;BRL;1;T163;0;10;14
LZ1\300;LZ1;09/06/2018;09/01/2018;09/05/2018;09/10/2018;09/06/2018;09/06/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3258645;ZOR;P105;FIRST DI;N35;STOCK ITEM;360,0 KG;74,8 BRL / KG;26.928,02 BRL;77,12 BRL;27.763,46 BRL;106,01 BRL;38.162,84 BRL;51,15639;7,00744;58,16383;0;0,25262;BRL;1;T163;0;10;14
LZ1\300;LZ1;10/02/2018;10/01/2018;10/03/2018;10/03/2018;10/02/2018;10/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3262022;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;72,4 BRL / KG;52.125,25 BRL;74,64 BRL;53.742,40 BRL;102,60 BRL;73.872,72 BRL;57,74289;7,14433;64,88722;0;0,24463;BRL;1;T163;0;10;14
LZ1\300;LZ1;11/01/2018;11/01/2018;11/05/2018;11/05/2018;11/01/2018;11/01/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3291087;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;66,8 BRL / KG;48.119,64 BRL;68,91 BRL;49.612,56 BRL;94,72 BRL;68.195,95 BRL;55,138;6,32589;61,46389;0;0,26121;BRL;1;T163;0;10;14
LZ1\300;LZ1;11/30/2018;11/01/2018;11/05/2018;12/03/2018;11/30/2018;11/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3223026;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;69,3 BRL / KG;49.919,85 BRL;71,48 BRL;51.468,58 BRL;98,26 BRL;70.747,20 BRL;55,138;6,32589;61,46389;0;0,26121;BRL;1;T163;0;10;14
LZ1\300;LZ1;02/04/2019;02/01/2019;02/05/2019;02/05/2019;02/04/2019;02/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3300185;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;66,0 BRL / KG;47.494,57 BRL;68,01 BRL;48.968,07 BRL;93,49 BRL;67.310,06 BRL;55,18711;4,51633;59,70344;0;0,26251;BRL;1;T163;0;10;14
LZ1\300;LZ1;04/01/2019;04/01/2019;04/02/2019;04/02/2019;04/01/2019;04/01/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3360364;ZOR;P105;GOLD;N35;STOCK ITEM;720,0 KG;70,0 BRL / KG;50.435,33 BRL;72,22 BRL;52.000,09 BRL;99,27 BRL;71.477,78 BRL;51,99172;4,621;56,61272;0;0,26167;BRL;1;T163;0;10;14
LZ1\300;LZ1;05/03/2019;05/01/2019;05/15/2019;05/06/2019;05/03/2019;05/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3381314;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;71,3 BRL / KG;51.319,22 BRL;73,49 BRL;52.911,40 BRL;101,01 BRL;72.730,44 BRL;52,60822;4,67789;57,28611;0;0,25326;BRL;1;T163;0;10;14
LZ1\300;LZ1;06/04/2019;06/01/2019;06/05/2019;06/05/2019;06/04/2019;06/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3420654;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;70,1 BRL / KG;50.482,55 BRL;72,29 BRL;52.048,75 BRL;99,37 BRL;71.544,67 BRL;55,24217;4,65572;59,89789;0;0,24837;BRL;1;T163;0;10;14
LZ1\300;LZ1;06/25/2019;06/01/2019;07/05/2019;06/26/2019;06/25/2019;06/25/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3420656;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;68,7 BRL / KG;49.486,60 BRL;70,86 BRL;51.021,89 BRL;97,41 BRL;70.133,18 BRL;55,24217;4,65572;59,89789;0;0,24837;BRL;1;T163;0;10;14
LZ1\300;LZ1;07/04/2019;07/01/2019;07/05/2019;07/05/2019;07/04/2019;07/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3400127;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;69,2 BRL / KG;49.798,85 BRL;71,31 BRL;51.343,87 BRL;98,02 BRL;70.575,77 BRL;55,87372;4,42622;60,29994;0;0,25691;BRL;1;T163;0;10;14
LZ1\300;LZ1;08/14/2019;08/01/2019;08/15/2019;08/15/2019;08/14/2019;08/14/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3449136;ZOR;P105;FIRST DI;N35;STOCK ITEM;720,0 KG;75,7 BRL / KG;54.538,42 BRL;78,04 BRL;56.190,02 BRL;107,27 BRL;77.237,14 BRL;51,989;4,27589;56,26489;0;0,26362;BRL;1;T163;0;10;14
LZ1\300;LZ1;09/04/2019;09/01/2019;09/05/2019;09/05/2019;09/04/2019;09/04/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3451440;ZOR;P105;GOLD;N35;STOCK ITEM;720,0 KG;79,4 BRL / KG;57.173,79 BRL;81,81 BRL;58.905,19 BRL;112,46 BRL;80.969,33 BRL;53,33661;4,61328;57,94989;0;0,24759;BRL;1;T163;0;10;14
LZ1\300;LZ1;10/03/2019;10/01/2019;10/04/2019;10/04/2019;10/03/2019;10/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3479145;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0 KG;79,2 BRL / KG;85.532,70 BRL;81,60 BRL;88.122,86 BRL;112,16 BRL;121.131,07 BRL;59,28039;4,72656;64,00694;0;0,24025;BRL;1;T163;0;10;14
LZ1\300;LZ1;10/03/2019;10/01/2019;10/05/2019;10/05/2019;10/03/2019;10/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3469832;ZOR;P105;GOLD;N35;STOCK ITEM;720,0 KG;79,2 BRL / KG;57.021,77 BRL;81,60 BRL;58.748,52 BRL;112,16 BRL;80.753,98 BRL;59,28039;4,72656;64,00694;0;0,24025;BRL;1;T163;0;10;14
LZ1\300;LZ1;11/01/2019;11/01/2019;11/04/2019;11/04/2019;11/01/2019;11/01/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3489659;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0 KG;76,3 BRL / KG;82.436,61 BRL;78,64 BRL;84.932,99 BRL;108,10 BRL;116.746,38 BRL;61,76372;4,66744;66,43117;0;0,24652;BRL;1;T163;0;10;14
LZ1\300;LZ1;12/03/2019;12/01/2019;12/02/2019;12/04/2019;12/03/2019;12/03/2019;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3503386;ZOR;P105;GOLD;N35;STOCK ITEM;1.080,0 KG;77,3 BRL / KG;83.510,35 BRL;79,71 BRL;86.082,24 BRL;109,56 BRL;118.326,10 BRL;61,03711;4,84394;65,88106;0;0,24199;BRL;1;T163;0;10;14
LZ1\300;LZ1;01/03/2020;01/01/2020;01/05/2020;01/06/2020;01/03/2020;01/03/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3503390;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0 KG;73,6 BRL / KG;79.460,43 BRL;75,84 BRL;81.907,57 BRL;104,25 BRL;112.587,73 BRL;62,07733;4,85144;66,92878;0;0,24333;BRL;1;T163;0;10;14
LZ1\300;LZ1;02/27/2020;02/01/2020;02/06/2020;03/02/2020;02/27/2020;02/27/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3516826;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0 KG;81,2 BRL / KG;87.655,68 BRL;83,66 BRL;90.355,19 BRL;115,00 BRL;124.199,57 BRL;59,88128;5,03533;64,91661;0;0,24114;BRL;1;T163;0;10;14
LZ1\300;LZ1;03/02/2020;03/01/2020;03/03/2020;03/03/2020;03/02/2020;03/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3524942;ZOR;P105;GOLD;N60;STOCK ITEM;1.080,0 KG;82,3 BRL / KG;88.893,88 BRL;84,84 BRL;91.631,55 BRL;116,62 BRL;125.954,03 BRL;61,88228;5,19822;67,0805;0;0,23098;BRL;1;T163;0;10;14
LZ1\300;LZ1;10/02/2020;10/01/2020;10/04/2020;10/05/2020;10/02/2020;10/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3622012;ZOR;P105;GOLD;N60;STOCK ITEM;720,0 KG;99,1 BRL / KG;71.357,15 BRL;102,21 BRL;73.593,07 BRL;140,50 BRL;101.158,85 BRL;80,06883;6,43333;86,50217;0;0,18151;BRL;1;T163;0;10;14
LZ1\300;LZ1;11/03/2020;11/01/2020;11/04/2020;11/04/2020;11/03/2020;11/03/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3622013;ZOR;P105;GOLD;N60;STOCK ITEM;900,0 KG;101,3 BRL / KG;91.214,48 BRL;104,53 BRL;94.072,59 BRL;143,68 BRL;129.309,39 BRL;82,34244;6,71144;89,05389;0;0,17892;BRL;1;T163;0;10;14
LZ1\300;LZ1;12/02/2020;12/01/2020;12/03/2020;12/03/2020;12/02/2020;12/02/2020;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3632829;ZOR;P105;GOLD;N60;STOCK ITEM;720,0 KG;92,7 BRL / KG;66.742,65 BRL;95,60 BRL;68.833,97 BRL;131,41 BRL;94.617,14 BRL;78,762;6,579;85,341;0;0,18348;BRL;1;T163;0;10;14
LZ2\300;LZ2;02/26/2018;02/01/2018;02/27/2018;02/27/2018;02/26/2018;02/26/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3122171;ZOR;P105;FIRST DI;N30;STOCK ITEM;216,0 KG;55,7 BRL / KG;12.030,89 BRL;57,49 BRL;12.417,49 BRL;79,02 BRL;17.068,71 BRL;52,67546;7,81963;60,49509;0;0,31099;BRL;1;T141;0;10;14
LZ2\300;LZ2;04/02/2018;04/01/2018;04/03/2018;04/03/2018;03/28/2018;04/02/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3824.99.89;AR/#;AR/Not assigned;3145375;ZOR;P105;FIRST DI;N45;STOCK ITEM;216,0 KG;$ 17,8 / KG;$ 3.855,15;18,50 BRL;$ 3.996,00;18,50 BRL;$ 3.996,00;44,54722;8,22356;52,77079;0;0,30421;BRL;1;T141;0;10;14
LZ2\30A;LZ2;01/02/2018;01/01/2018;01/03/2018;01/03/2018;01/02/2018;01/02/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3077331;ZOR;P105;PREMIER;N45;STOCK ITEM;40,0 KG;67,8 BRL / KG;2.710,90 BRL;70,33 BRL;2.813,36 BRL;96,68 BRL;3.867,16 BRL;51,062;9,836;60,898;0;0,30482;BRL;1;T141;0;10;14
LZ2\30A;LZ2;01/04/2018;01/01/2018;01/09/2018;01/05/2018;01/04/2018;01/04/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3077281;ZOR;P105;FIRST DI;N07;STOCK ITEM;40,0 KG;53,7 BRL / KG;2.148,62 BRL;54,98 BRL;2.199,38 BRL;63,38 BRL;2.535,30 BRL;51,062;9,836;60,898;0;0,30482;BRL;1;T141;0;10;14
LZ2\30A;LZ2;01/19/2018;01/01/2018;01/22/2018;01/22/2018;01/19/2018;01/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3095419;ZOR;P105;FIRST DI;N35;STOCK ITEM;20,0 KG;48,6 BRL / KG;971,63 BRL;50,73 BRL;1.014,63 BRL;69,73 BRL;1.394,68 BRL;51,062;9,836;60,898;0;0,30482;BRL;1;T141;0;10;14
LZ2\30A;LZ2;02/07/2018;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3105878;ZOR;P105;PREMIER;N45;STOCK ITEM;40,0 KG;66,1 BRL / KG;2.643,96 BRL;68,60 BRL;2.743,88 BRL;94,29 BRL;3.771,66 BRL;52,0295;9,3595;61,389;0;0,31114;BRL;1;T141;0;10;14
LZ2\30A;LZ2;02/09/2018;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3111739;ZOR;P105;FIRST DI;N28;STOCK ITEM;20,0 KG;57,2 BRL / KG;1.144,20 BRL;59,50 BRL;1.189,94 BRL;81,78 BRL;1.635,66 BRL;52,0295;9,3595;61,389;0;0,31114;BRL;1;T141;0;10;14
LZ2\30A;LZ2;03/07/2018;03/01/2018;03/27/2018;03/08/2018;03/07/2018;03/07/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3090324;ZOR;P105;FIRST DI;N07;STOCK ITEM;40,0 KG;53,2 BRL / KG;2.129,50 BRL;54,50 BRL;2.179,80 BRL;62,82 BRL;2.512,74 BRL;46,9065;9,6605;56,567;0;0,31162;BRL;1;T141;0;10;14
LZ2\30A;LZ2;03/22/2018;03/01/2018;03/14/2018;03/23/2018;03/22/2018;03/22/2018;CA;Performance Coatings;1G;Digital Business Dev;G2;Digi Prntg Ctgs;3824.99.89;BR/SC;Santa Catarina;3128082;ZOR;P105;FIRST DI;CIA;STOCK ITEM;20,0 KG;71,5 BRL / KG;1.429,04 BRL;72,74 BRL;1.454,70 BRL;83,84 BRL;1.676,89 BRL;46,9065;9,6605;56,567;0;0,31162;BRL;1;T141;0;10;14
LZ2\30A;LZ2;05/15/2018;05/01/2018;05/16/2018;05/16/2018;05/15/2018;05/15/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3180769;ZOR;P105;PREMIER;N45;STOCK ITEM;20,0 KG;82,8 BRL / KG;1.656,93 BRL;85,73 BRL;1.714,65 BRL;117,85 BRL;2.356,91 BRL;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;0;10;14
LZ2\30A;LZ2;05/18/2018;05/01/2018;05/21/2018;05/21/2018;05/18/2018;05/18/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3177177;ZOR;P105;FIRST DI;N30;STOCK ITEM;40,0 KG;59,8 BRL / KG;2.390,35 BRL;62,33 BRL;2.493,16 BRL;71,85 BRL;2.873,96 BRL;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;0;10;14
LZ2\30A;LZ2;05/29/2018;05/01/2018;05/28/2018;05/28/2018;05/25/2018;05/29/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3189257;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0 KG;62,4 BRL / KG;1.248,89 BRL;65,07 BRL;1.301,46 BRL;89,45 BRL;1.788,95 BRL;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;0;10;14
LZ2\30A;LZ2;05/30/2018;05/01/2018;06/02/2018;06/04/2018;05/30/2018;05/30/2018;CA;Performance Coatings;C5;Paints & Coatings;K2;Trnsprt Ctgs;3824.99.89;BR/SP;São Paulo;3174913;ZOR;P105;FIRST DI;N35;STOCK ITEM;20,0 KG;56,4 BRL / KG;1.127,68 BRL;57,84 BRL;1.156,77 BRL;79,50 BRL;1.590,06 BRL;46,0595;7,934;53,9935;0;0,29355;BRL;1;T141;0;10;14
LZ2\30A;LZ2;06/12/2018;06/01/2018;06/11/2018;06/13/2018;06/12/2018;06/12/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3199669;ZOR;P105;FIRST DI;CIA;STOCK ITEM;20,0 KG;77,9 BRL / KG;1.558,26 BRL;79,39 BRL;1.587,79 BRL;109,13 BRL;2.182,53 BRL;48,0935;8,3365;56,43;0;0,27949;BRL;1;T141;0;10;14
LZ2\30A;LZ2;06/13/2018;06/01/2018;04/26/2018;06/12/2018;06/05/2018;06/13/2018;CA;Performance Coatings;C6;Printing;B4;Analog Printing Inks;3824.99.89;AR/#;AR/Not assigned;3165108;ZOR;P105;FIRST DI;N45;STOCK ITEM;400,0 KG;$ 17,8 / KG;$ 7.139,16;18,66 BRL;$ 7.465,80;18,66 BRL;$ 7.465,80;48,0935;8,3365;56,43;0;0,27949;BRL;1;T141;0;10;14
LZ2\30A;LZ2;07/17/2018;07/01/2018;07/18/2018;07/18/2018;07/17/2018;07/17/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3226849;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0 KG;64,9 BRL / KG;1.298,95 BRL;67,68 BRL;1.353,63 BRL;93,03 BRL;1.860,66 BRL;50,123;8,629;58,752;0;0,26845;BRL;1;T141;0;10;14
LZ2\30A;LZ2;07/24/2018;07/01/2018;07/25/2018;07/25/2018;07/24/2018;07/24/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3231184;ZOR;P105;PREMIER;N45;STOCK ITEM;20,0 KG;91,7 BRL / KG;1.834,75 BRL;94,93 BRL;1.898,68 BRL;130,49 BRL;2.609,86 BRL;50,123;8,629;58,752;0;0,26845;BRL;1;T141;0;10;14
LZ2\30A;LZ2;08/16/2018;08/01/2018;08/14/2018;08/17/2018;08/16/2018;08/16/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3245446;ZOR;P105;PLATINUM;N45;STOCK ITEM;20,0 KG;93,1 BRL / KG;1.861,78 BRL;96,33 BRL;1.926,65 BRL;132,42 BRL;2.648,32 BRL;50,136;8,4315;58,5675;0;0,2685;BRL;1;T141;0;10;14
LZ2\30A;LZ2;08/30/2018;08/01/2018;08/31/2018;08/31/2018;08/30/2018;08/30/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3257696;ZOR;P105;FIRST DI;N30;STOCK ITEM;80,0 KG;71,1 BRL / KG;5.684,19 BRL;74,01 BRL;5.920,75 BRL;101,73 BRL;8.138,50 BRL;50,136;8,4315;58,5675;0;0,2685;BRL;1;T141;0;10;14
LZ2\30A;LZ2;09/10/2018;09/01/2018;09/10/2018;09/11/2018;09/10/2018;09/10/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/RJ;Rio de Janeiro;3261966;ZOR;P105;BRONZE;N30;STOCK ITEM;20,0 KG;89,4 BRL / KG;1.788,48 BRL;92,72 BRL;1.854,49 BRL;106,89 BRL;2.137,74 BRL;61,166;9,643;70,809;0;0,25551;BRL;1;P003;0;10;14
LZ2\30A;LZ2;09/19/2018;09/01/2018;09/20/2018;09/20/2018;09/19/2018;09/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3271160;ZOR;P105;BRONZE;N10;STOCK ITEM;20,0 KG;59,9 BRL / KG;1.197,95 BRL;61,51 BRL;1.230,22 BRL;84,55 BRL;1.691,02 BRL;61,166;9,643;70,809;0;0,25551;BRL;1;P003;0;10;14
LZ2\30A;LZ2;09/19/2018;09/01/2018;09/21/2018;09/21/2018;09/19/2018;09/19/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3270169;ZOR;P105;BRONZE;N30;STOCK ITEM;40,0 KG;53,3 BRL / KG;2.132,42 BRL;55,94 BRL;2.237,61 BRL;64,48 BRL;2.579,37 BRL;61,166;9,643;70,809;0;0,25551;BRL;1;P003;0;10;14
LZ2\30A;LZ2;10/03/2018;10/01/2018;10/04/2018;10/04/2018;10/03/2018;10/03/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3246335;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0 KG;85,4 BRL / KG;6.832,85 BRL;88,13 BRL;7.050,01 BRL;121,13 BRL;9.690,74 BRL;67,185;9,6625;76,8475;0;0,24471;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;09/21/2018;11/12/2018;11/09/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3272081;ZOR;P105;BRONZE;CIA;STOCK ITEM;20,0 KG;72,1 BRL / KG;1.442,27 BRL;73,51 BRL;1.470,23 BRL;84,74 BRL;1.694,78 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;11/01/2018;11/12/2018;11/09/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3290148;ZOR;P105;FIRST DI;N28;STOCK ITEM;20,0 KG;65,8 BRL / KG;1.315,74 BRL;68,42 BRL;1.368,33 BRL;94,04 BRL;1.880,87 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/08/2018;11/01/2018;11/09/2018;11/09/2018;11/08/2018;11/08/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3246337;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0 KG;81,3 BRL / KG;6.502,01 BRL;83,86 BRL;6.708,65 BRL;115,27 BRL;9.221,53 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/09/2018;11/01/2018;09/25/2018;11/12/2018;11/09/2018;11/09/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3274234;ZOR;P105;PLATINUM;N45;STOCK ITEM;40,0 KG;91,4 BRL / KG;3.655,12 BRL;94,56 BRL;3.782,45 BRL;129,98 BRL;5.199,24 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/12/2018;11/01/2018;02/01/2018;11/13/2018;11/12/2018;11/12/2018;CA;Performance Coatings;C9;Textiles;G5;Custom Textil Frmla;3824.99.89;BR/SP;São Paulo;3289961;ZOR;P105;FIRST DI;N30;STOCK ITEM;140,0 KG;64,4 BRL / KG;9.022,09 BRL;67,13 BRL;9.397,59 BRL;92,27 BRL;12.917,65 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;11/21/2018;11/01/2018;11/22/2018;11/22/2018;11/21/2018;11/21/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3311128;ZOR;P105;FIRST DI;N30;STOCK ITEM;20,0 KG;63,3 BRL / KG;1.265,69 BRL;65,95 BRL;1.318,98 BRL;90,65 BRL;1.813,02 BRL;66,2675;8,756;75,0235;0;0,25829;BRL;1;P003;0;10;14
LZ2\30A;LZ2;12/05/2018;12/01/2018;12/07/2018;12/07/2018;12/05/2018;12/05/2018;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/PR;Paraná;3305870;ZOR;P105;FIRST DI;N30;STOCK ITEM;40,0 KG;48,4 BRL / KG;1.934,33 BRL;50,77 BRL;2.030,99 BRL;58,53 BRL;2.341,20 BRL;63,036;9,312;72,348;0;0,26043;BRL;1;P003;0;10;14
LZ2\30A;LZ2;01/08/2019;01/01/2019;01/09/2019;01/09/2019;01/08/2019;01/08/2019;CA;Performance Coatings;C5;Paints & Coatings;K4;Gen Industrial Ctgs;3824.99.89;BR/SP;São Paulo;3278899;ZOR;P105;PREMIER;N30;STOCK ITEM;80,0 KG;93,4 BRL / KG;7.471,65 BRL;96,12 BRL;7.689,71 BRL;132,13 BRL;10.570,05 BRL;67,7995;9,155;76,9545;0;0,25738;BRL;1;P003;0;10;14
