Material;Material Group;Billing doc. date;Billing doc. date;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Business Group1;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Region1;Sales document;Sales doc. type;Plant;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty;Bulk Ex Work Price;Bulk Ex Works Value;Net value Price;Net value;Invoice Price;Mtl. Inv. Value (S3);Material Cost per KG;L&O Cost per kg;Total Cost  per kg; Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;Overhead Group;IPI %;II %
LZ25\SOU55RN;LZ25;06/28/2018;06/01/2018;06/28/2018;06/28/2018;06/28/2018;06/28/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3197499;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,1 BRL / KG;8.105,00 BRL;4,28 BRL;8.569,81 BRL;5,89 BRL;11.779,80 BRL;3,04215;1,51945;4,5616;0,32685;0,2741;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;07/30/2018;07/01/2018;06/28/2018;07/30/2018;07/30/2018;07/30/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3197499;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,1 BRL / KG;8.105,00 BRL;4,28 BRL;8.569,81 BRL;5,89 BRL;11.779,80 BRL;3,28335;1,51945;4,8028;0,32685;0,26479;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;08/30/2018;08/01/2018;06/28/2018;08/27/2018;08/27/2018;08/30/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3197499;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,2 BRL / KG;8.364,40 BRL;4,42 BRL;8.831,85 BRL;6,07 BRL;12.140,00 BRL;3,2137;1,51945;4,73315;0,32685;0,27099;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;10/15/2018;10/01/2018;06/28/2018;09/24/2018;09/24/2018;10/15/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3197499;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,2 BRL / KG;8.494,00 BRL;4,48 BRL;8.962,80 BRL;6,16 BRL;12.320,00 BRL;3,3729;1,51945;4,89235;0,32685;0,2445;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;11/26/2018;11/01/2018;11/27/2018;11/26/2018;11/26/2018;11/26/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3305423;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,2 BRL / KG;8.465,20 BRL;4,47 BRL;8.933,70 BRL;6,14 BRL;12.280,00 BRL;2,92345;1,51945;4,4429;0,32685;0,26979;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;01/25/2019;01/01/2019;12/18/2018;01/25/2019;01/25/2019;01/25/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3316714;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;600,0 KG;4,2 BRL / KG;2.539,56 BRL;4,41 BRL;2.643,75 BRL;6,06 BRL;3.634,02 BRL;2,73115;2,0236;4,75475;0,46755;0,2603;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;02/04/2019;02/01/2019;12/18/2018;02/04/2019;02/04/2019;02/04/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3316714;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;800,0 KG;4,2 BRL / KG;3.386,08 BRL;4,41 BRL;3.525,00 BRL;6,06 BRL;4.845,36 BRL;2,59;2,0236;4,6136;0,46755;0,26491;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;02/19/2019;02/01/2019;03/06/2019;02/15/2019;02/15/2019;02/19/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3365170;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;600,0 KG;4,2 BRL / KG;2.543,88 BRL;4,47 BRL;2.684,47 BRL;6,15 BRL;3.690,00 BRL;2,59;2,0236;4,6136;0,46755;0,26491;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;03/08/2019;03/01/2019;03/06/2019;03/07/2019;03/07/2019;03/08/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3365170;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;1.400,0 KG;4,2 BRL / KG;5.935,72 BRL;4,47 BRL;6.263,77 BRL;6,15 BRL;8.610,00 BRL;2,5742;2,0236;4,5978;0,46755;0,26671;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;04/01/2019;04/01/2019;03/06/2019;04/01/2019;04/01/2019;04/01/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3365170;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;2.000,0 KG;4,2 BRL / KG;8.479,60 BRL;4,47 BRL;8.948,25 BRL;6,15 BRL;12.300,00 BRL;2,5944;2,0236;4,618;0,46755;0,25941;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;04/30/2019;04/01/2019;04/30/2019;04/30/2019;04/30/2019;04/30/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3423471;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;400,0 KG;4,2 BRL / KG;1.695,92 BRL;4,47 BRL;1.789,65 BRL;6,15 BRL;2.460,00 BRL;2,5944;2,0236;4,618;0,46755;0,25941;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;05/03/2019;05/01/2019;05/03/2019;05/03/2019;05/03/2019;05/03/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3426010;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;1.600,0 KG;4,2 BRL / KG;6.783,68 BRL;4,47 BRL;7.158,60 BRL;6,15 BRL;9.840,00 BRL;2,67545;2,0236;4,69905;0,46755;0,25051;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;06/05/2019;06/01/2019;06/03/2019;06/03/2019;06/03/2019;06/05/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3430428;ZOR;P105;FIRST DI;N30;NON-STOCK ITEM;1.400,0 KG;4,2 BRL / KG;5.935,72 BRL;4,47 BRL;6.263,77 BRL;6,15 BRL;8.610,00 BRL;2,70615;2,0236;4,72975;0,46755;0,24739;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;07/08/2019;07/01/2019;06/03/2019;07/08/2019;07/08/2019;07/08/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3430428;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;1.200,0 KG;4,2 BRL / KG;5.087,76 BRL;4,47 BRL;5.368,95 BRL;6,15 BRL;7.380,00 BRL;2,71835;2,0236;4,74195;0,46755;0,2615;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;08/06/2019;08/01/2019;08/05/2019;08/05/2019;08/05/2019;08/06/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3480224;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;2.000,0 KG;4,2 BRL / KG;8.479,60 BRL;4,47 BRL;8.948,25 BRL;6,15 BRL;12.300,00 BRL;2,693;2,0236;4,7166;0,46755;0,26461;BRL;1;0;BR23;5;14
LZ25\SOU55RN;LZ25;09/06/2019;09/01/2019;09/05/2019;09/05/2019;09/05/2019;09/06/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3480225;ZOR;P105;BRONZE;N30;NON-STOCK ITEM;1.800,0 KG;4,2 BRL / KG;7.631,64 BRL;4,47 BRL;8.053,42 BRL;6,15 BRL;11.070,00 BRL;2,9351;2,0236;4,9587;0,46755;0,24061;BRL;1;0;BR23;5;14
LZ25\T264;LZ25;02/08/2018;02/01/2018;02/09/2018;02/09/2018;02/08/2018;02/08/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3111027;ZOR;P105;VALUE CG;ZPL2;NON-STOCK ITEM;1.100,0 KG;3,2 BRL / KG;3.525,39 BRL;3,75 BRL;4.121,29 BRL;5,15 BRL;5.665,00 BRL;2,36342;1,47035;3,83377;0,27775;0,3176;BRL;1;0;BR23;5;14
LZ25\T264;LZ25;05/23/2018;05/01/2018;05/24/2018;05/24/2018;05/23/2018;05/23/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.21.00;BR/SP;São Paulo;3187154;ZOR;P105;VALUE CG;ZPL2;NON-STOCK ITEM;1.100,0 KG;3,5 BRL / KG;3.867,99 BRL;4,07 BRL;4.473,40 BRL;5,59 BRL;6.149,00 BRL;2,65696;1,47035;4,12732;0,27775;0,288;BRL;1;0;BR23;5;14
LZ26\;LZ26;06/20/2018;06/01/2018;06/08/2018;06/19/2018;06/19/2018;06/20/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.12.00;BR/SP;São Paulo;3198742;ZOR;P105;FIRST DI;N10;STOCK ITEM;598,0 KG;0,6 BRL / KG;348,04 BRL;0,58 BRL;348,04 BRL;0,80 BRL;478,40 BRL;2,945;1,52427;4,46928;1,52427;0,2741;BRL;4063,67;0;BR22;5;14
LZ27\;LZ27;10/17/2019;10/01/2019;09/19/2019;09/26/2019;09/26/2019;10/17/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3506.91.20;BR/SP;São Paulo;3494927;ZOR;P105;BRONZE;N10;NON-STOCK ITEM;89,0 KG;0,0 BRL / KG;1,30 BRL;0,01 BRL;1,30 BRL;0,02 BRL;1,79 BRL;2,62111;2,43943;5,06054;0,94907;0,2401;BRL;4959;0;BR22;0;16
LZ28\;LZ28;12/15/2020;12/01/2020;12/11/2020;12/14/2020;12/14/2020;12/15/2020;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3824.99.89;BR/SP;São Paulo;3654458;ZOR;P105;BRONZE;CIA;STOCK ITEM;3.900,0 KG;0,7 BRL / KG;2.638,74 BRL;0,68 BRL;2.638,64 BRL;0,93 BRL;3.627,00 BRL;11,1301;12,11338;23,24348;12,11336;0,1861;BRL;3361;0;BR22;10;14
LZ29\;LZ29;12/15/2020;12/01/2020;12/11/2020;12/14/2020;12/14/2020;12/15/2020;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3824.99.89;BR/SP;São Paulo;3654458;ZOR;P105;BRONZE;CIA;STOCK ITEM;1.444,7 KG;0,7 BRL / KG;977,48 BRL;0,68 BRL;977,45 BRL;0,93 BRL;1.343,57 BRL;12,3457;11,99185;24,33756;11,99184;0,18611;BRL;3106,443;0;BR22;10;14
LZ30\;LZ30;07/28/2020;07/01/2020;07/10/2020;07/28/2020;07/28/2020;07/28/2020;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3905.30.00;BR/SP;São Paulo;3598852;ZOR;P105;BRONZE;CIA;STOCK ITEM;634,0 KG;0,7 BRL / KG;438,16 BRL;0,69 BRL;438,18 BRL;0,95 BRL;602,30 BRL;2,17577;1,81333;3,9891;1,81331;0,18711;BRL;1340,667;0;BR22;5;2
LZ31\;LZ31;04/23/2019;04/01/2019;04/18/2019;04/23/2019;04/23/2019;04/23/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3906.90.19;BR/SP;São Paulo;3413780;ZOR;P105;FIRST DI;N10;NON-STOCK ITEM;49,0 KG;0,9 BRL / KG;44,10 BRL;0,90 BRL;44,10 BRL;1,24 BRL;60,62 BRL;2,56639;1,3247;3,89109;1,32469;0,2594;BRL;7835;0;BR22;5;14
LZ31\POH55;LZ31;01/22/2018;01/01/2018;01/23/2018;01/23/2018;01/22/2018;01/22/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3906.90.19;BR/SC;Santa Catarina;3046027;ZOR;P105;FIRST DI;ZPL1;NON-STOCK ITEM;3.000,0 KG;2,5 BRL / KG;7.467,60 BRL;2,99 BRL;8.977,50 BRL;3,80 BRL;11.400,00 BRL;2,6376;1,30176;3,93936;0,26148;0,30219;BRL;1;0;BR23;5;14
LZ32\POH55;LZ32;01/02/2018;01/01/2018;01/03/2018;01/03/2018;01/02/2018;01/02/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/RJ;Rio de Janeiro;3080026;ZOR;P105;FIRST DI;N28;STOCK ITEM;600,0 KG;5,4 BRL / KG;3.265,92 BRL;6,14 BRL;3.685,45 BRL;7,80 BRL;4.679,94 BRL;4,6152;1,56215;6,17735;0,30825;0,30219;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;01/18/2018;01/01/2018;01/16/2018;01/16/2018;01/16/2018;01/18/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3091137;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;800,0 KG;6,0 BRL / KG;4.830,56 BRL;6,40 BRL;5.121,60 BRL;8,80 BRL;7.040,00 BRL;4,6152;1,56215;6,17735;0,30825;0,30219;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;01/26/2018;01/01/2018;01/29/2018;01/29/2018;01/26/2018;01/26/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SC;Santa Catarina;3100571;ZOR;P105;FIRST DI;N10;STOCK ITEM;200,0 KG;5,3 BRL / KG;1.053,12 BRL;5,71 BRL;1.141,12 BRL;7,25 BRL;1.449,04 BRL;4,6152;1,56215;6,17735;0,30825;0,30219;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;02/01/2018;02/01/2018;02/01/2018;02/02/2018;02/01/2018;02/01/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3103685;ZOR;P105;FIRST DI;CIA;STOCK ITEM;600,0 KG;5,3 BRL / KG;3.184,38 BRL;5,94 BRL;3.561,84 BRL;8,16 BRL;4.896,00 BRL;4,7414;1,56215;6,30355;0,30825;0,31759;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;02/21/2018;02/01/2018;02/22/2018;02/22/2018;02/21/2018;02/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3119691;ZOR;P105;FIRST DI;CIA;STOCK ITEM;600,0 KG;5,3 BRL / KG;3.184,38 BRL;5,94 BRL;3.561,84 BRL;8,16 BRL;4.896,00 BRL;4,7414;1,56215;6,30355;0,30825;0,31759;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;03/07/2018;03/01/2018;03/05/2018;03/05/2018;03/05/2018;03/07/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3127044;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;600,0 KG;6,0 BRL / KG;3.622,92 BRL;6,40 BRL;3.841,20 BRL;8,80 BRL;5.280,00 BRL;4,81585;1,56215;6,378;0,30825;0,30769;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;03/21/2018;03/01/2018;03/21/2018;03/21/2018;03/21/2018;03/21/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3140138;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;600,0 KG;6,0 BRL / KG;3.622,92 BRL;6,40 BRL;3.841,20 BRL;8,80 BRL;5.280,00 BRL;4,81585;1,56215;6,378;0,30825;0,30769;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;04/11/2018;04/01/2018;04/12/2018;04/12/2018;04/11/2018;04/11/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3156306;ZOR;P105;FIRST DI;N28;STOCK ITEM;200,0 KG;5,1 BRL / KG;1.012,72 BRL;5,95 BRL;1.190,26 BRL;8,18 BRL;1.636,10 BRL;4,8425;1,56215;6,40465;0,30825;0,30199;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;05/07/2018;05/01/2018;05/04/2018;05/04/2018;05/04/2018;05/07/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3172462;ZOR;P105;VALUE CG;ZPL2;STOCK ITEM;1.000,0 KG;6,2 BRL / KG;6.165,60 BRL;6,53 BRL;6.532,95 BRL;8,98 BRL;8.980,00 BRL;4,8722;1,56215;6,43435;0,30825;0,288;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;06/15/2018;06/01/2018;06/15/2018;06/15/2018;06/15/2018;06/15/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3204235;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;800,0 KG;6,2 BRL / KG;4.932,48 BRL;6,53 BRL;5.226,36 BRL;8,98 BRL;7.184,00 BRL;4,96085;1,56215;6,523;0,30825;0,27409;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;07/10/2018;07/01/2018;07/11/2018;07/11/2018;07/10/2018;07/10/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3220064;ZOR;P105;VALUE CG;CIA;STOCK ITEM;600,0 KG;5,8 BRL / KG;3.490,50 BRL;6,47 BRL;3.880,49 BRL;8,89 BRL;5.334,00 BRL;5,205;1,56215;6,76715;0,30825;0,2648;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;07/12/2018;07/01/2018;07/13/2018;07/13/2018;07/12/2018;07/12/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3224784;ZOR;P105;VALUE CG;N28;STOCK ITEM;200,0 KG;5,6 BRL / KG;1.124,86 BRL;6,17 BRL;1.233,84 BRL;8,48 BRL;1.696,00 BRL;5,205;1,56215;6,76715;0,30825;0,2648;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/03/2018;08/01/2018;08/06/2018;08/03/2018;08/03/2018;08/03/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3238918;ZRCI;P105;FIRST DI;CIA;STOCK ITEM;1.600,0 KG;6,5 BRL / KG;10.346,24 BRL;6,91 BRL;11.050,20 BRL;8,77 BRL;14.032,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/03/2018;08/01/2018;08/06/2018;08/06/2018;08/03/2018;08/03/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3239134;ZOR;P105;BRONZE;CIA;STOCK ITEM;600,0 KG;6,2 BRL / KG;3.734,34 BRL;6,66 BRL;3.998,34 BRL;9,16 BRL;5.496,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/14/2018;08/01/2018;08/09/2018;08/09/2018;08/09/2018;08/14/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3243702;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;600,0 KG;6,2 BRL / KG;3.747,84 BRL;6,53 BRL;3.919,77 BRL;8,98 BRL;5.388,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/17/2018;08/01/2018;08/16/2018;08/17/2018;08/17/2018;08/17/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3247970;ZOR;P105;BRONZE;CIA;STOCK ITEM;200,0 KG;6,4 BRL / KG;1.278,77 BRL;6,58 BRL;1.316,77 BRL;9,05 BRL;1.810,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/24/2018;08/01/2018;08/27/2018;08/27/2018;08/24/2018;08/24/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/MG;Minas Gerais;3252992;ZOR;P105;FIRST DI;CIA;STOCK ITEM;400,0 KG;6,5 BRL / KG;2.586,56 BRL;6,91 BRL;2.762,55 BRL;8,77 BRL;3.508,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/28/2018;08/01/2018;08/28/2018;08/29/2018;08/28/2018;08/28/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SC;Santa Catarina;3254759;ZOR;P105;BRONZE;ZPL2;STOCK ITEM;200,0 KG;6,8 BRL / KG;1.355,10 BRL;7,32 BRL;1.464,75 BRL;9,30 BRL;1.860,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;08/29/2018;08/01/2018;08/29/2018;08/29/2018;08/29/2018;08/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3256625;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;600,0 KG;6,4 BRL / KG;3.863,94 BRL;6,73 BRL;4.037,62 BRL;9,25 BRL;5.550,00 BRL;5,29735;1,56215;6,8595;0,30825;0,271;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;09/17/2018;09/01/2018;09/18/2018;09/18/2018;09/17/2018;09/17/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3268697;ZOR;P105;BRONZE;CIA;STOCK ITEM;600,0 KG;6,3 BRL / KG;3.795,45 BRL;6,77 BRL;4.059,45 BRL;9,30 BRL;5.580,00 BRL;5,41475;1,56215;6,9769;0,30825;0,24499;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;10/22/2018;10/01/2018;10/23/2018;10/23/2018;10/22/2018;10/22/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3293475;ZOR;P105;FIRST DI;CIA;STOCK ITEM;600,0 KG;6,7 BRL / KG;3.998,40 BRL;7,10 BRL;4.262,43 BRL;9,77 BRL;5.859,00 BRL;5,52975;1,56215;7,0919;0,30825;0,24449;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;10/29/2018;10/01/2018;10/30/2018;10/30/2018;10/29/2018;10/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/RJ;Rio de Janeiro;3290538;ZOR;P105;BRONZE;N28;STOCK ITEM;200,0 KG;6,4 BRL / KG;1.271,33 BRL;6,91 BRL;1.382,85 BRL;8,78 BRL;1.756,00 BRL;5,52975;1,56215;7,0919;0,30825;0,24449;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;10/29/2018;10/01/2018;10/30/2018;10/30/2018;10/29/2018;10/29/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SC;Santa Catarina;3299117;ZOR;P105;BRONZE;N10;STOCK ITEM;200,0 KG;6,1 BRL / KG;1.221,77 BRL;6,55 BRL;1.309,78 BRL;8,32 BRL;1.663,20 BRL;5,52975;1,56215;7,0919;0,30825;0,24449;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;11/05/2018;11/01/2018;11/05/2018;11/06/2018;11/05/2018;11/05/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3302074;ZOR;P105;BRONZE;CIA;STOCK ITEM;600,0 KG;6,3 BRL / KG;3.786,72 BRL;6,75 BRL;4.050,72 BRL;9,28 BRL;5.568,00 BRL;5,59365;1,56215;7,1558;0,30825;0,2698;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;12/07/2018;12/01/2018;12/10/2018;12/10/2018;12/07/2018;12/07/2018;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3325765;ZOR;P105;FIRST DI;CIA;STOCK ITEM;200,0 KG;6,8 BRL / KG;1.352,66 BRL;7,31 BRL;1.462,27 BRL;10,05 BRL;2.010,00 BRL;5,61435;1,56215;7,1765;0,30825;0,2537;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;01/30/2019;01/01/2019;01/30/2019;01/30/2019;01/30/2019;01/30/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3358533;ZOR;P105;FIRST DI;ZPL2;STOCK ITEM;800,0 KG;6,4 BRL / KG;5.151,92 BRL;6,73 BRL;5.383,50 BRL;9,25 BRL;7.400,00 BRL;5,5111;2,02885;7,53995;0,3962;0,26029;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;02/04/2019;02/01/2019;02/05/2019;02/05/2019;02/04/2019;02/04/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3362021;ZOR;P105;FIRST DI;CIA;STOCK ITEM;800,0 KG;6,3 BRL / KG;5.048,96 BRL;6,75 BRL;5.400,96 BRL;9,28 BRL;7.424,00 BRL;5,44195;2,02885;7,4708;0,3962;0,2649;BRL;1;0;BR23;5;18
LZ32\POH55;LZ32;03/11/2019;03/01/2019;03/12/2019;03/12/2019;03/11/2019;03/11/2019;CA;Performance Coatings;C5;Paints & Coatings;O8;Bldg & Constrt Ctgs;3402.90.29;BR/SP;São Paulo;3386347;ZOR;P105;FIRST DI;CIA;STOCK ITEM;600,0 KG;6,3 BRL / KG;3.786,72 BRL;6,75 BRL;4.050,72 BRL;9,28 BRL;5.568,00 BRL;5,236;2,02885;7,26485;0,3962;0,2667;BRL;1;0;BR23;5;18
