Material;Material Group;Billing doc. date;Day;Month;Year;Quarter;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Sales document;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg;Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;IPI %;II %
800091\SOH6B;800091;43469;4;1;2019;1;01/01/2019;01/07/2019;01/07/2019;01/04/2019;01/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3340033;FIRST DI;N28;STOCK ITEM;20;128.77;2575.42;132.49;2649.87;182.12;3642.43;103.8645;4.5925;108.457;0;0.25842;BRL;1;T163;5;14
800091\SOH6B;800091;43469;4;1;2019;1;01/01/2019;01/07/2019;01/07/2019;01/04/2019;01/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3340199;FIRST DI;N35;STOCK ITEM;100;123.21;12320.68;127.37;12736.95;175.08;17507.84;103.8645;4.5925;108.457;0;0.25842;BRL;1;T163;5;14
800091\SOH6B;800091;43475;10;1;2019;1;01/01/2019;01/11/2019;01/11/2019;01/10/2019;01/10/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3344755;FIRST DI;N30;STOCK ITEM;20;110.05;2201.05;113.56;2271.11;156.09;3121.8;103.8645;4.5925;108.457;0;0.25842;BRL;1;T163;5;14
800091\SOH6B;800091;43487;22;1;2019;1;01/01/2019;01/23/2019;01/23/2019;01/22/2019;01/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3352549;FIRST DI;N35;STOCK ITEM;200;123.28;24655.31;127.44;25488.3;175.18;35035.48;103.8645;4.5925;108.457;0;0.25842;BRL;1;T163;5;14
800091\SOH6B;800091;43515;19;2;2019;1;02/01/2019;02/20/2019;02/20/2019;02/19/2019;02/19/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3372741;FIRST DI;N30;STOCK ITEM;60;151.21;9072.32;155.48;9329.08;213.72;12823.49;102.63;4.707;107.337;0;0.26278;BRL;1;T163;5;14
800091\SOH6B;800091;43517;21;2;2019;1;02/01/2019;02/22/2019;02/22/2019;02/21/2019;02/21/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3374804;BRONZE;N35;STOCK ITEM;200;121.3;24260.15;125.4;25079.79;172.37;34473.94;102.63;4.707;107.337;0;0.26278;BRL;1;T163;5;14
800091\SOH6B;800091;43521;25;2;2019;1;02/01/2019;02/27/2019;02/27/2019;02/25/2019;02/25/2019;CA;102;Printing;220;UV Inks Core;39079991;1003;3371582;BRONZE;N30;STOCK ITEM;20;91.93;1838.53;94.5;1890.08;108.94;2178.77;102.63;4.707;107.337;0;0.26278;BRL;1;T163;5;14
800091\SOH6B;800091;43522;26;2;2019;1;02/01/2019;02/27/2019;02/27/2019;02/26/2019;02/26/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3374845;BRONZE;N30;STOCK ITEM;20;111.11;2222.22;114.65;2292.96;157.59;3151.84;102.63;4.707;107.337;0;0.26278;BRL;1;T163;5;14
800091\SOH6B;800091;43535;11;3;2019;1;03/01/2019;03/12/2019;03/12/2019;03/11/2019;03/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3386160;FIRST DI;N35;STOCK ITEM;200;126.46;25292.33;130.73;26146.86;179.7;35940.7;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43539;15;3;2019;1;03/01/2019;03/18/2019;03/18/2019;03/15/2019;03/15/2019;CA;102;Printing;220;UV Inks Core;39079991;1002;3390419;BRONZE;N30;STOCK ITEM;100;130.38;13038.19;134.27;13427.3;154.78;15478.16;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43543;19;3;2019;1;03/01/2019;03/20/2019;03/20/2019;03/19/2019;03/19/2019;CA;102;Printing;220;UV Inks Core;39079991;1003;3385853;FIRST DI;N30;STOCK ITEM;40;93.6;3744.05;96.23;3849.02;110.92;4436.92;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43546;22;3;2019;1;03/01/2019;03/25/2019;03/25/2019;03/22/2019;03/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3395895;BRONZE;N35;STOCK ITEM;200;124.13;24826.61;128.33;25665.4;176.39;35278.9;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43552;28;3;2019;1;03/01/2019;03/28/2019;03/29/2019;03/28/2019;03/28/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3398329;BRONZE;N30;STOCK ITEM;20;154.16;3083.23;158.26;3165.14;217.54;4350.71;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43552;28;3;2019;1;03/01/2019;03/29/2019;03/29/2019;03/28/2019;03/28/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3399383;BRONZE;ZPL2;STOCK ITEM;20;112.58;2251.58;117.3;2345.97;161.24;3224.71;99.8105;4.6235;104.434;0;0.26619;BRL;1;T163;5;14
800091\SOH6B;800091;43557;2;4;2019;2;04/01/2019;04/03/2019;04/03/2019;04/02/2019;04/02/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3403073;BRONZE;N30;STOCK ITEM;40;151.4;6055.82;155.73;6229.32;214.07;8562.64;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43559;4;4;2019;2;04/01/2019;04/05/2019;04/05/2019;04/04/2019;04/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3403502;BRONZE;N30;STOCK ITEM;20;114.54;2290.81;118.19;2363.72;162.46;3249.1;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43559;4;4;2019;2;04/01/2019;04/08/2019;04/08/2019;04/05/2019;04/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3406298;FIRST DI;N35;STOCK ITEM;200;125.67;25133.87;129.92;25983.04;178.58;35715.52;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43563;8;4;2019;2;04/01/2019;04/09/2019;04/09/2019;04/08/2019;04/08/2019;CA;102;Printing;220;UV Inks Core;39079991;1003;3406668;FIRST DI;N30;STOCK ITEM;40;109.83;4393.13;113.39;4535.77;130.71;5228.55;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43571;16;4;2019;2;04/01/2019;04/16/2019;04/17/2019;04/16/2019;04/16/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3412761;BRONZE;N15;STOCK ITEM;20;112.86;2257.16;114.37;2287.36;157.21;3144.15;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43571;16;4;2019;2;04/01/2019;04/17/2019;04/17/2019;04/16/2019;04/16/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3413522;FIRST DI;N30;STOCK ITEM;40;151.58;6063.32;155.93;6237.02;214.33;8573.22;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43571;16;4;2019;2;04/01/2019;04/17/2019;04/17/2019;04/16/2019;04/16/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3413555;BRONZE;N35;STOCK ITEM;200;126.63;25325.64;130.91;26181.29;179.94;35988.02;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43577;22;4;2019;2;04/01/2019;04/23/2019;04/23/2019;04/22/2019;04/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3417079;FIRST DI;N15;STOCK ITEM;20;114.72;2294.49;116.26;2325.19;159.81;3196.15;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43580;25;4;2019;2;04/01/2019;04/26/2019;04/26/2019;04/25/2019;04/25/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3420369;BRONZE;N15;STOCK ITEM;40;115.48;4619.35;117.03;4681.17;160.87;6434.6;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43584;29;4;2019;2;04/01/2019;04/30/2019;04/30/2019;04/29/2019;04/29/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3422300;BRONZE;N35;STOCK ITEM;200;128.67;25733.27;133.01;26602.68;182.84;36567.26;100.5375;4.806;105.3435;0;0.26141;BRL;1;T163;5;14
800091\SOH6B;800091;43588;3;5;2019;2;05/01/2019;05/06/2019;05/06/2019;05/03/2019;05/03/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3420373;FIRST DI;N15;STOCK ITEM;20;115.54;2310.77;117.08;2341.69;160.94;3218.82;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43595;10;5;2019;2;05/01/2019;05/13/2019;05/13/2019;05/10/2019;05/10/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3420381;FIRST DI;N15;STOCK ITEM;20;115.61;2312.15;117.16;2343.1;161.04;3220.76;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43599;14;5;2019;2;05/01/2019;05/15/2019;05/15/2019;05/14/2019;05/14/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3432582;FIRST DI;ZPL2;STOCK ITEM;20;114.01;2280.23;118.79;2375.83;163.29;3265.75;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43605;20;5;2019;2;05/01/2019;05/23/2019;05/22/2019;05/21/2019;05/20/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3436043;BRONZE;N35;STOCK ITEM;200;133.54;26708.65;138.06;27611.03;189.77;37953.3;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43607;22;5;2019;2;05/01/2019;05/23/2019;05/23/2019;05/22/2019;05/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3439131;FIRST DI;ZPL2;STOCK ITEM;40;116.64;4665.65;121.53;4861.25;167.05;6682.14;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43608;23;5;2019;2;05/01/2019;05/24/2019;05/24/2019;05/23/2019;05/23/2019;CA;102;Printing;220;UV Inks Core;39079991;1002;3441009;FIRST DI;N30;STOCK ITEM;100;136.43;13642.54;140.5;14049.69;161.96;16195.61;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43608;23;5;2019;2;05/01/2019;05/24/2019;05/24/2019;05/23/2019;05/23/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3441015;FIRST DI;N15;STOCK ITEM;20;117.23;2344.52;118.8;2375.9;163.29;3265.84;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43616;31;5;2019;2;05/01/2019;06/03/2019;06/03/2019;05/31/2019;05/31/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3444076;BRONZE;N30;STOCK ITEM;20;118.37;2367.33;122.13;2442.69;167.88;3357.65;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43616;31;5;2019;2;05/01/2019;06/03/2019;06/03/2019;05/31/2019;05/31/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3445013;FIRST DI;N35;STOCK ITEM;200;129.87;25973.47;134.26;26851.01;184.54;36908.6;103.282;4.8645;108.1465;0;0.25299;BRL;1;T163;5;14
800091\SOH6B;800091;43621;5;6;2019;2;06/01/2019;06/06/2019;06/06/2019;06/05/2019;06/05/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3450277;FIRST DI;N15;STOCK ITEM;40;112.8;4512.06;114.31;4572.45;157.13;6285.15;107.372;4.841;112.213;0;0.24829;BRL;1;T163;5;14
800091\SOH6B;800091;43626;10;6;2019;2;06/01/2019;06/11/2019;06/11/2019;06/10/2019;06/10/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3453319;FIRST DI;N35;STOCK ITEM;400;126.11;50444.19;130.37;52148.48;179.2;71681.76;107.372;4.841;112.213;0;0.24829;BRL;1;T163;5;14
800091\SOH6B;800091;43643;27;6;2019;2;06/01/2019;07/01/2019;07/01/2019;06/28/2019;06/27/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3464769;FIRST DI;N35;STOCK ITEM;400;125.68;50273.55;129.93;51972.1;178.6;71439.32;107.372;4.841;112.213;0;0.24829;BRL;1;T163;5;14
800091\SOH6B;800091;43648;2;7;2019;3;07/01/2019;07/03/2019;07/03/2019;07/02/2019;07/02/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3467040;FIRST DI;N30;STOCK ITEM;20;119.77;2395.45;123.51;2470.11;169.77;3395.34;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43650;4;7;2019;3;07/01/2019;07/05/2019;07/05/2019;07/04/2019;07/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3469184;FIRST DI;N15;STOCK ITEM;20;112.12;2242.31;113.62;2272.32;156.17;3123.46;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43654;8;7;2019;3;07/01/2019;07/10/2019;07/10/2019;07/08/2019;07/08/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3444077;FIRST DI;N30;STOCK ITEM;20;113.85;2276.98;117.47;2349.46;161.48;3229.5;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43669;23;7;2019;3;07/01/2019;07/24/2019;07/24/2019;07/23/2019;07/23/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3476076;BRONZE;N30;STOCK ITEM;20;164;3280.09;168.52;3370.49;231.65;4632.96;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43672;26;7;2019;3;07/01/2019;07/29/2019;07/29/2019;07/26/2019;07/26/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3476732;FIRST DI;N35;STOCK ITEM;400;123.75;49499.11;127.93;51171.48;175.85;70338.8;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43675;29;7;2019;3;07/01/2019;07/30/2019;07/30/2019;07/29/2019;07/29/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3476679;FIRST DI;N30;STOCK ITEM;20;165.5;3310.05;170.06;3401.28;233.76;4675.29;106.484;4.602;111.086;0;0.25732;BRL;1;T163;5;14
800091\SOH6B;800091;43684;7;8;2019;3;08/01/2019;08/08/2019;08/08/2019;08/07/2019;08/07/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3481703;FIRST DI;N30;STOCK ITEM;40;173.84;6953.66;178.63;7145.3;245.54;9821.72;99.0365;4.4455;103.482;0;0.26369;BRL;1;T163;5;14
800091\SOH6B;800091;43697;20;8;2019;3;08/01/2019;08/21/2019;08/21/2019;08/20/2019;08/20/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3485254;BRONZE;N35;STOCK ITEM;40;131.68;5267.1;136.13;5445.06;187.12;7484.62;99.0365;4.4455;103.482;0;0.26369;BRL;1;T163;5;14
800091\SOH6B;800091;43698;21;8;2019;3;08/01/2019;08/22/2019;08/22/2019;08/21/2019;08/21/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3482601;BRONZE;N30;STOCK ITEM;20;177.27;3545.42;182.16;3643.12;250.39;5007.73;99.0365;4.4455;103.482;0;0.26369;BRL;1;T163;5;14
800091\SOH6B;800091;43719;11;9;2019;3;09/01/2019;08/21/2019;09/12/2019;09/11/2019;09/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3485724;BRONZE;N35;STOCK ITEM;80;134.41;10752.4;138.95;11115.68;190.99;15279.29;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43719;11;9;2019;3;09/01/2019;09/06/2019;09/12/2019;09/11/2019;09/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3491180;GOLD;N30;STOCK ITEM;20;128.92;2578.31;132.93;2658.67;182.73;3654.53;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43719;11;9;2019;3;09/01/2019;09/10/2019;09/12/2019;09/11/2019;09/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3490534;BRONZE;N15;STOCK ITEM;40;119.79;4791.58;121.39;4855.7;166.86;6674.5;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43719;11;9;2019;3;09/01/2019;09/11/2019;09/12/2019;09/11/2019;09/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3492147;BRONZE;N30;STOCK ITEM;20;122.5;2450.05;126.4;2528.04;173.75;3474.97;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43719;11;9;2019;3;09/01/2019;09/25/2019;09/12/2019;09/11/2019;09/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1002;3488032;BRONZE;N30;STOCK ITEM;120;140.76;16891.24;144.96;17395.34;167.1;20052.26;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43721;13;9;2019;3;09/01/2019;09/09/2019;09/16/2019;09/13/2019;09/13/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3491564;BRONZE;N15;STOCK ITEM;20;100.06;2001.25;101.64;2032.83;139.71;2794.28;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43725;17;9;2019;3;09/01/2019;09/18/2019;09/18/2019;09/17/2019;09/17/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3495832;FIRST DI;N15;STOCK ITEM;20;101.21;2024.12;102.15;2042.92;140.41;2808.14;101.5265;4.7975;106.324;0;0.24699;BRL;1;T163;5;14
800091\SOH6B;800091;43760;22;10;2019;4;10/01/2019;10/15/2019;10/23/2019;10/22/2019;10/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3493886;FIRST DI;N35;STOCK ITEM;400;135.09;54037.52;139.66;55863.21;191.97;76787.92;110.927;4.9145;115.8415;0;0.24025;BRL;1;T163;5;14
800091\SOH6B;800091;43760;22;10;2019;4;10/01/2019;10/25/2019;10/23/2019;10/22/2019;10/22/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3507412;FIRST DI;N35;STOCK ITEM;280;135.09;37826.25;139.66;39104.23;191.97;53751.52;110.927;4.9145;115.8415;0;0.24025;BRL;1;T163;5;14
800091\SOH6B;800091;43762;24;10;2019;4;10/01/2019;10/10/2019;10/25/2019;10/24/2019;10/24/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3492150;FIRST DI;N30;STOCK ITEM;20;121.35;2427.01;125.21;2504.28;172.12;3442.3;110.927;4.9145;115.8415;0;0.24025;BRL;1;T163;5;14
800091\SOH6B;800091;43762;24;10;2019;4;10/01/2019;10/10/2019;10/25/2019;10/24/2019;10/24/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3499652;FIRST DI;ZPL2;STOCK ITEM;40;112.9;4516.11;117.68;4707.39;161.77;6470.65;110.927;4.9145;115.8415;0;0.24025;BRL;1;T163;5;14
800091\SOH6B;800091;43762;24;10;2019;4;10/01/2019;10/23/2019;10/25/2019;10/24/2019;10/24/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3501760;FIRST DI;N30;STOCK ITEM;20;178.57;3571.41;183.49;3669.84;252.22;5044.45;110.927;4.9145;115.8415;0;0.24025;BRL;1;T163;5;14
800091\SOH6B;800091;43773;4;11;2019;4;11/01/2019;11/05/2019;11/05/2019;11/04/2019;11/04/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3513743;BRONZE;N15;STOCK ITEM;20;119.1;2381.9;120.69;2413.78;165.9;3317.91;112.3195;4.8535;117.173;0;0.24681;BRL;1;T163;5;14
800091\SOH6B;800091;43776;7;11;2019;4;11/01/2019;11/08/2019;11/08/2019;11/07/2019;11/07/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3515090;BRONZE;N15;STOCK ITEM;40;119.1;4763.8;120.69;4827.56;165.9;6635.82;112.3195;4.8535;117.173;0;0.24681;BRL;1;T163;5;14
800091\SOH6B;800091;43787;18;11;2019;4;11/01/2019;11/19/2019;11/19/2019;11/18/2019;11/18/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3519032;BRONZE;N35;STOCK ITEM;400;136.77;54706.6;141.39;56554.92;194.35;77738.72;112.3195;4.8535;117.173;0;0.24681;BRL;1;T163;5;14
800091\SOH6B;800091;43802;3;12;2019;4;12/01/2019;12/04/2019;12/04/2019;12/03/2019;12/03/2019;CA;102;Printing;220;UV Inks Core;39079991;1002;3525453;BRONZE;N30;STOCK ITEM;100;143.95;14394.75;148.26;14826.1;170.91;17090.61;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43805;6;12;2019;4;12/01/2019;12/10/2019;12/09/2019;12/06/2019;12/06/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3527024;BRONZE;N15;STOCK ITEM;40;121.09;4843.42;122.71;4908.24;168.67;6746.72;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43810;11;12;2019;4;12/01/2019;12/12/2019;12/12/2019;12/11/2019;12/11/2019;CA;102;Printing;220;UV Inks Core;39079991;1002;3528798;FIRST DI;N30;STOCK ITEM;100;143.95;14394.75;148.26;14826.1;170.91;17090.61;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43816;17;12;2019;4;12/01/2019;12/13/2019;12/24/2019;12/17/2019;12/17/2019;CA;102;Printing;220;UV Inks Core;39079991;1001;3527241;DISTRIBU;N90;STOCK ITEM;400;25.69;10276;26;10400;26;10400;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43817;18;12;2019;4;12/01/2019;12/19/2019;12/19/2019;12/18/2019;12/18/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3531323;BRONZE;N15;STOCK ITEM;20;121.09;2421.71;122.71;2454.12;168.67;3373.36;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43818;19;12;2019;4;12/01/2019;01/03/2020;12/20/2019;12/19/2019;12/19/2019;CA;102;Printing;220;UV Inks Core;39079991;1000;3528847;BRONZE;N35;STOCK ITEM;400;132.57;53029.6;137.05;54821.26;188.39;75355.68;110.827;5.1125;115.9395;0;0.24162;BRL;1;T163;5;14
800091\SOH6B;800091;43843;13;1;2020;1;01/01/2020;01/14/2020;01/14/2020;01/13/2020;01/13/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3538349;BRONZE;N15;STOCK ITEM;40;119.75;4790.15;121.36;4854.41;166.82;6672.73;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43844;14;1;2020;1;01/01/2020;01/15/2020;01/15/2020;01/14/2020;01/14/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3513481;FIRST DI;N30;STOCK ITEM;20;181.14;3622.89;186.14;3722.73;255.86;5117.15;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43850;20;1;2020;1;01/01/2020;01/22/2020;01/21/2020;01/20/2020;01/20/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3540870;BRONZE;N15;STOCK ITEM;40;119.75;4790.15;121.36;4854.26;166.81;6672.52;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43859;29;1;2020;1;01/01/2020;01/30/2020;01/30/2020;01/29/2020;01/29/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3544116;BRONZE;N30;STOCK ITEM;20;125.35;2507.05;129.34;2586.85;177.79;3555.81;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43859;29;1;2020;1;01/01/2020;01/30/2020;01/30/2020;01/29/2020;01/29/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3544122;BRONZE;N15;STOCK ITEM;40;119.75;4790.15;121.36;4854.26;166.81;6672.52;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43861;31;1;2020;1;01/01/2020;02/14/2020;01/30/2020;01/30/2020;01/31/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3539695;BRONZE;N35;STOCK ITEM;400;139.03;55611.52;143.73;57490.39;197.56;79024.6;110.397;5.0545;115.4515;0;0.24357;BRL;1;T163;5;14
800091\SOH6B;800091;43865;4;2;2020;1;02/01/2020;02/05/2020;02/05/2020;02/04/2020;02/04/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3546075;BRONZE;N15;STOCK ITEM;40;120.92;4836.66;122.53;4901.38;168.43;6737.31;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43872;11;2;2020;1;02/01/2020;02/12/2020;02/12/2020;02/11/2020;02/11/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3522033;BRONZE;N30;STOCK ITEM;20;189.42;3788.3;194.64;3892.7;267.54;5350.79;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43873;12;2;2020;1;02/01/2020;02/13/2020;02/13/2020;02/12/2020;02/12/2020;CA;102;Printing;220;UV Inks Core;39079991;1002;3548878;FIRST DI;N30;STOCK ITEM;120;143.75;17249.59;148.05;17766.51;170.67;20480.12;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43873;12;2;2020;1;02/01/2020;02/13/2020;02/13/2020;02/12/2020;02/12/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3548863;BRONZE;N15;STOCK ITEM;20;120.92;2418.33;122.54;2450.7;168.43;3368.66;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43880;19;2;2020;1;02/01/2020;02/20/2020;02/20/2020;02/19/2020;02/19/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3550527;BRONZE;N35;STOCK ITEM;400;142.13;56851.68;146.93;58772.46;201.97;80786.88;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43888;27;2;2020;1;02/01/2020;02/28/2020;02/28/2020;02/27/2020;02/27/2020;CA;102;Printing;220;UV Inks Core;39079991;1003;3553755;BRONZE;N30;STOCK ITEM;20;143.91;2878.19;146.74;2934.75;169.15;3383;103.9885;5.2455;109.234;0;0.24072;BRL;1;T163;5;14
800091\SOH6B;800091;43908;18;3;2020;1;03/01/2020;03/19/2020;03/19/2020;03/18/2020;03/18/2020;CA;102;Printing;220;UV Inks Core;39079991;1000;3529232;BRONZE;N30;STOCK ITEM;20;221.43;4428.55;227.53;4550.6;312.76;6255.12;109.26;5.415;114.675;0;0.23056;BRL;1;T163;5;14
800091\SOH6B;800091;43910;20;3;2020;1;03/01/2020;03/23/2020;03/23/2020;03/20/2020;03/20/2020;CA;102;Printing;220;UV Inks Core;39079991;1002;3565233;BRONZE;N30;STOCK ITEM;120;150.38;18045.66;154.89;18586.42;178.54;21425.27;109.26;5.415;114.675;0;0.23056;BRL;1;T163;5;14
