Material;Material Group;Billing doc. date;Day;Month;Year;Quarter;Billing doc. Month/Year;Requested Del  date;Planned delivery dt;Planned GI date;Actual PGI Date;Business Group;Market Segment;Market Segment1;End Use;End Use1;Commodity Code;Region;Sales document;Order Priority;Payment Terms;Stocking Strategy;Actual Billed Qty /KG;Bulk Ex Work Price /KG;Bulk Ex Works Value BRL;Net value Price BRL /KG;Net value BRL;Invoice Price BRL /KG;Mtl. Inv. Value BRL;Material Cost per KG;L&O Cost per kg;Total Cost  per kg;Process L&O per Kg;Exchange Rate to USD;Currency;Costing Lot Size;Special Procurement Plant;IPI %;II %
800001\300;800001;43313;1;8;2018;3;08/01/2018;07/24/2018;08/02/2018;08/01/2018;08/01/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3229857;FIRST DI;N35;STOCK ITEM;720;67.5;48600.26;69.59;50108.07;95.66;68877.07;50.36106;6.37411;56.73517;0;0.26905;BRL;1;T163;10;14
800001\300;800001;43314;2;8;2018;3;08/01/2018;08/05/2018;08/05/2018;08/02/2018;08/02/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3223023;FIRST DI;N35;STOCK ITEM;540;67.4;36394.18;69.49;37523.3;95.52;51578.42;50.36106;6.37411;56.73517;0;0.26905;BRL;1;T163;10;14
800001\300;800001;43343;31;8;2018;3;08/01/2018;09/03/2018;09/03/2018;08/31/2018;08/31/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3236109;FIRST DI;N35;STOCK ITEM;360;75.16;27058.62;77.49;27898.11;106.52;38347.92;50.36106;6.37411;56.73517;0;0.26905;BRL;1;T163;10;14
800001\300;800001;43349;6;9;2018;3;09/01/2018;09/05/2018;09/10/2018;09/06/2018;09/06/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3258645;FIRST DI;N35;STOCK ITEM;360;74.8;26928.02;77.12;27763.46;106.01;38162.84;51.15639;7.00744;58.16383;0;0.25262;BRL;1;T163;10;14
800001\300;800001;43375;2;10;2018;4;10/01/2018;10/03/2018;10/03/2018;10/02/2018;10/02/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3262022;FIRST DI;N35;STOCK ITEM;720;72.4;52125.25;74.64;53742.4;102.6;73872.72;57.74289;7.14433;64.88722;0;0.24463;BRL;1;T163;10;14
800001\300;800001;43405;1;11;2018;4;11/01/2018;11/05/2018;11/05/2018;11/01/2018;11/01/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3291087;FIRST DI;N35;STOCK ITEM;720;66.83;48119.64;68.91;49612.56;94.72;68195.95;55.138;6.32589;61.46389;0;0.26121;BRL;1;T163;10;14
800001\300;800001;43434;30;11;2018;4;11/01/2018;11/05/2018;12/03/2018;11/30/2018;11/30/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3223026;FIRST DI;N35;STOCK ITEM;720;69.33;49919.85;71.48;51468.58;98.26;70747.2;55.138;6.32589;61.46389;0;0.26121;BRL;1;T163;10;14
800001\300;800001;43500;4;2;2019;1;02/01/2019;02/05/2019;02/05/2019;02/04/2019;02/04/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3300185;FIRST DI;N35;STOCK ITEM;720;65.96;47494.57;68.01;48968.07;93.49;67310.06;55.18711;4.51633;59.70344;0;0.26251;BRL;1;T163;10;14
800001\300;800001;43556;1;4;2019;2;04/01/2019;04/02/2019;04/02/2019;04/01/2019;04/01/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3360364;GOLD;N35;STOCK ITEM;720;70.05;50435.33;72.22;52000.09;99.27;71477.78;51.99172;4.621;56.61272;0;0.26167;BRL;1;T163;10;14
800001\300;800001;43588;3;5;2019;2;05/01/2019;05/15/2019;05/06/2019;05/03/2019;05/03/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3381314;FIRST DI;N35;STOCK ITEM;720;71.28;51319.22;73.49;52911.4;101.01;72730.44;52.60822;4.67789;57.28611;0;0.25326;BRL;1;T163;10;14
800001\300;800001;43620;4;6;2019;2;06/01/2019;06/05/2019;06/05/2019;06/04/2019;06/04/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3420654;FIRST DI;N35;STOCK ITEM;720;70.11;50482.55;72.29;52048.75;99.37;71544.67;55.24217;4.65572;59.89789;0;0.24837;BRL;1;T163;10;14
800001\300;800001;43641;25;6;2019;2;06/01/2019;07/05/2019;06/26/2019;06/25/2019;06/25/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3420656;FIRST DI;N35;STOCK ITEM;720;68.73;49486.6;70.86;51021.89;97.41;70133.18;55.24217;4.65572;59.89789;0;0.24837;BRL;1;T163;10;14
800001\300;800001;43650;4;7;2019;3;07/01/2019;07/05/2019;07/05/2019;07/04/2019;07/04/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3400127;FIRST DI;N35;STOCK ITEM;720;69.17;49798.85;71.31;51343.87;98.02;70575.77;55.87372;4.42622;60.29994;0;0.25691;BRL;1;T163;10;14
800001\300;800001;43691;14;8;2019;3;08/01/2019;08/15/2019;08/15/2019;08/14/2019;08/14/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3449136;FIRST DI;N35;STOCK ITEM;720;75.75;54538.42;78.04;56190.02;107.27;77237.14;51.989;4.27589;56.26489;0;0.26362;BRL;1;T163;10;14
800001\300;800001;43712;4;9;2019;3;09/01/2019;09/05/2019;09/05/2019;09/04/2019;09/04/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3451440;GOLD;N35;STOCK ITEM;720;79.41;57173.79;81.81;58905.19;112.46;80969.33;53.33661;4.61328;57.94989;0;0.24759;BRL;1;T163;10;14
800001\300;800001;43741;3;10;2019;4;10/01/2019;10/04/2019;10/04/2019;10/03/2019;10/03/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3479145;GOLD;N35;STOCK ITEM;1080;79.2;85532.7;81.6;88122.86;112.16;121131.07;59.28039;4.72656;64.00694;0;0.24025;BRL;1;T163;10;14
800001\300;800001;43741;3;10;2019;4;10/01/2019;10/05/2019;10/05/2019;10/03/2019;10/03/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3469832;GOLD;N35;STOCK ITEM;720;79.2;57021.77;81.6;58748.52;112.16;80753.98;59.28039;4.72656;64.00694;0;0.24025;BRL;1;T163;10;14
800001\300;800001;43770;1;11;2019;4;11/01/2019;11/04/2019;11/04/2019;11/01/2019;11/01/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3489659;GOLD;N35;STOCK ITEM;1080;76.33;82436.61;78.64;84932.99;108.1;116746.38;61.76372;4.66744;66.43117;0;0.24652;BRL;1;T163;10;14
800001\300;800001;43802;3;12;2019;4;12/01/2019;12/02/2019;12/04/2019;12/03/2019;12/03/2019;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3503386;GOLD;N35;STOCK ITEM;1080;77.32;83510.35;79.71;86082.24;109.56;118326.1;61.03711;4.84394;65.88106;0;0.24199;BRL;1;T163;10;14
800001\300;800001;43833;3;1;2020;1;01/01/2020;01/05/2020;01/06/2020;01/03/2020;01/03/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3503390;GOLD;N60;STOCK ITEM;1080;73.57;79460.43;75.84;81907.57;104.25;112587.73;62.07733;4.85144;66.92878;0;0.24333;BRL;1;T163;10;14
800001\300;800001;43888;27;2;2020;1;02/01/2020;02/06/2020;03/02/2020;02/27/2020;02/27/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3516826;GOLD;N60;STOCK ITEM;1080;81.16;87655.68;83.66;90355.19;115;124199.57;59.88128;5.03533;64.91661;0;0.24114;BRL;1;T163;10;14
800001\300;800001;43892;2;3;2020;1;03/01/2020;03/03/2020;03/03/2020;03/02/2020;03/02/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3524942;GOLD;N60;STOCK ITEM;1080;82.31;88893.88;84.84;91631.55;116.62;125954.03;61.88228;5.19822;67.0805;0;0.23098;BRL;1;T163;10;14
800001\300;800001;44106;2;10;2020;4;10/01/2020;10/04/2020;10/05/2020;10/02/2020;10/02/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3622012;GOLD;N60;STOCK ITEM;720;99.11;71357.15;102.21;73593.07;140.5;101158.85;80.06883;6.43333;86.50217;0;0.18151;BRL;1;T163;10;14
800001\300;800001;44138;3;11;2020;4;11/01/2020;11/04/2020;11/04/2020;11/03/2020;11/03/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3622013;GOLD;N60;STOCK ITEM;900;101.35;91214.48;104.53;94072.59;143.68;129309.39;82.34244;6.71144;89.05389;0;0.17892;BRL;1;T163;10;14
800001\300;800001;44167;2;12;2020;4;12/01/2020;12/03/2020;12/03/2020;12/02/2020;12/02/2020;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3632829;GOLD;N60;STOCK ITEM;720;92.7;66742.65;95.6;68833.97;131.41;94617.14;78.762;6.579;85.341;0;0.18348;BRL;1;T163;10;14
800002\300;800002;43157;26;2;2018;1;02/01/2018;02/27/2018;02/27/2018;02/26/2018;02/26/2018;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3122171;FIRST DI;N30;STOCK ITEM;216;55.7;12030.89;57.49;12417.49;79.02;17068.71;52.67546;7.81963;60.49509;0;0.31099;BRL;1;T141;10;14
800002\300;800002;43192;2;4;2018;2;04/01/2018;04/03/2018;04/03/2018;03/28/2018;04/02/2018;CA;102;Printing;202;Analog Printing Inks;38249989;1001;3145375;FIRST DI;N45;STOCK ITEM;216;17.85;3855.15;18.5;3996;18.5;3996;44.54722;8.22356;52.77079;0;0.30421;BRL;1;T141;10;14
800002\30A;800002;43102;2;1;2018;1;01/01/2018;01/03/2018;01/03/2018;01/02/2018;01/02/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3077331;PREMIER;N45;STOCK ITEM;40;67.77;2710.9;70.33;2813.36;96.68;3867.16;51.062;9.836;60.898;0;0.30482;BRL;1;T141;10;14
800002\30A;800002;43104;4;1;2018;1;01/01/2018;01/09/2018;01/05/2018;01/04/2018;01/04/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3077281;FIRST DI;N07;STOCK ITEM;40;53.72;2148.62;54.98;2199.38;63.38;2535.3;51.062;9.836;60.898;0;0.30482;BRL;1;T141;10;14
800002\30A;800002;43119;19;1;2018;1;01/01/2018;01/22/2018;01/22/2018;01/19/2018;01/19/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3095419;FIRST DI;N35;STOCK ITEM;20;48.58;971.63;50.73;1014.63;69.73;1394.68;51.062;9.836;60.898;0;0.30482;BRL;1;T141;10;14
800002\30A;800002;43138;7;2;2018;1;02/01/2018;02/08/2018;02/08/2018;02/07/2018;02/07/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3105878;PREMIER;N45;STOCK ITEM;40;66.1;2643.96;68.6;2743.88;94.29;3771.66;52.0295;9.3595;61.389;0;0.31114;BRL;1;T141;10;14
800002\30A;800002;43140;9;2;2018;1;02/01/2018;02/15/2018;02/15/2018;02/09/2018;02/09/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3111739;FIRST DI;N28;STOCK ITEM;20;57.21;1144.2;59.5;1189.94;81.78;1635.66;52.0295;9.3595;61.389;0;0.31114;BRL;1;T141;10;14
800002\30A;800002;43166;7;3;2018;1;03/01/2018;03/27/2018;03/08/2018;03/07/2018;03/07/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3090324;FIRST DI;N07;STOCK ITEM;40;53.24;2129.5;54.5;2179.8;62.82;2512.74;46.9065;9.6605;56.567;0;0.31162;BRL;1;T141;10;14
800002\30A;800002;43181;22;3;2018;1;03/01/2018;03/14/2018;03/23/2018;03/22/2018;03/22/2018;CA;103;Digital Business Dev;204;Digi Prntg Ctgs;38249989;1003;3128082;FIRST DI;CIA;STOCK ITEM;20;71.45;1429.04;72.74;1454.7;83.84;1676.89;46.9065;9.6605;56.567;0;0.31162;BRL;1;T141;10;14
800002\30A;800002;43235;15;5;2018;2;05/01/2018;05/16/2018;05/16/2018;05/15/2018;05/15/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3180769;PREMIER;N45;STOCK ITEM;20;82.85;1656.93;85.73;1714.65;117.85;2356.91;46.0595;7.934;53.9935;0;0.29355;BRL;1;T141;10;14
800002\30A;800002;43238;18;5;2018;2;05/01/2018;05/21/2018;05/21/2018;05/18/2018;05/18/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3177177;FIRST DI;N30;STOCK ITEM;40;59.76;2390.35;62.33;2493.16;71.85;2873.96;46.0595;7.934;53.9935;0;0.29355;BRL;1;T141;10;14
800002\30A;800002;43249;29;5;2018;2;05/01/2018;05/28/2018;05/28/2018;05/25/2018;05/29/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3189257;FIRST DI;N30;STOCK ITEM;20;62.44;1248.89;65.07;1301.46;89.45;1788.95;46.0595;7.934;53.9935;0;0.29355;BRL;1;T141;10;14
800002\30A;800002;43250;30;5;2018;2;05/01/2018;06/02/2018;06/04/2018;05/30/2018;05/30/2018;CA;100;Paints & Coatings;200;Trnsprt Ctgs;38249989;1000;3174913;FIRST DI;N35;STOCK ITEM;20;56.38;1127.68;57.84;1156.77;79.5;1590.06;46.0595;7.934;53.9935;0;0.29355;BRL;1;T141;10;14
800002\30A;800002;43263;12;6;2018;2;06/01/2018;06/11/2018;06/13/2018;06/12/2018;06/12/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3199669;FIRST DI;CIA;STOCK ITEM;20;77.91;1558.26;79.39;1587.79;109.13;2182.53;48.0935;8.3365;56.43;0;0.27949;BRL;1;T141;10;14
800002\30A;800002;43264;13;6;2018;2;06/01/2018;04/26/2018;06/12/2018;06/05/2018;06/13/2018;CA;102;Printing;202;Analog Printing Inks;38249989;1001;3165108;FIRST DI;N45;STOCK ITEM;400;17.85;7139.16;18.66;7465.8;18.66;7465.8;48.0935;8.3365;56.43;0;0.27949;BRL;1;T141;10;14
800002\30A;800002;43298;17;7;2018;3;07/01/2018;07/18/2018;07/18/2018;07/17/2018;07/17/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3226849;FIRST DI;N30;STOCK ITEM;20;64.95;1298.95;67.68;1353.63;93.03;1860.66;50.123;8.629;58.752;0;0.26845;BRL;1;T141;10;14
800002\30A;800002;43305;24;7;2018;3;07/01/2018;07/25/2018;07/25/2018;07/24/2018;07/24/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3231184;PREMIER;N45;STOCK ITEM;20;91.74;1834.75;94.93;1898.68;130.49;2609.86;50.123;8.629;58.752;0;0.26845;BRL;1;T141;10;14
800002\30A;800002;43328;16;8;2018;3;08/01/2018;08/14/2018;08/17/2018;08/16/2018;08/16/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3245446;PLATINUM;N45;STOCK ITEM;20;93.09;1861.78;96.33;1926.65;132.42;2648.32;50.136;8.4315;58.5675;0;0.2685;BRL;1;T141;10;14
800002\30A;800002;43342;30;8;2018;3;08/01/2018;08/31/2018;08/31/2018;08/30/2018;08/30/2018;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3257696;FIRST DI;N30;STOCK ITEM;80;71.05;5684.19;74.01;5920.75;101.73;8138.5;50.136;8.4315;58.5675;0;0.2685;BRL;1;T141;10;14
800002\30A;800002;43353;10;9;2018;3;09/01/2018;09/10/2018;09/11/2018;09/10/2018;09/10/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1004;3261966;BRONZE;N30;STOCK ITEM;20;89.42;1788.48;92.72;1854.49;106.89;2137.74;61.166;9.643;70.809;0;0.25551;BRL;1;P003;10;14
800002\30A;800002;43362;19;9;2018;3;09/01/2018;09/20/2018;09/20/2018;09/19/2018;09/19/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3271160;BRONZE;N10;STOCK ITEM;20;59.9;1197.95;61.51;1230.22;84.55;1691.02;61.166;9.643;70.809;0;0.25551;BRL;1;P003;10;14
800002\30A;800002;43362;19;9;2018;3;09/01/2018;09/21/2018;09/21/2018;09/19/2018;09/19/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3270169;BRONZE;N30;STOCK ITEM;40;53.31;2132.42;55.94;2237.61;64.48;2579.37;61.166;9.643;70.809;0;0.25551;BRL;1;P003;10;14
800002\30A;800002;43376;3;10;2018;4;10/01/2018;10/04/2018;10/04/2018;10/03/2018;10/03/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3246335;PREMIER;N30;STOCK ITEM;80;85.41;6832.85;88.13;7050.01;121.13;9690.74;67.185;9.6625;76.8475;0;0.24471;BRL;1;P003;10;14
800002\30A;800002;43412;8;11;2018;4;11/01/2018;09/21/2018;11/12/2018;11/09/2018;11/08/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3272081;BRONZE;CIA;STOCK ITEM;20;72.11;1442.27;73.51;1470.23;84.74;1694.78;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43412;8;11;2018;4;11/01/2018;11/01/2018;11/12/2018;11/09/2018;11/08/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3290148;FIRST DI;N28;STOCK ITEM;20;65.79;1315.74;68.42;1368.33;94.04;1880.87;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43412;8;11;2018;4;11/01/2018;11/09/2018;11/09/2018;11/08/2018;11/08/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3246337;PREMIER;N30;STOCK ITEM;80;81.28;6502.01;83.86;6708.65;115.27;9221.53;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43413;9;11;2018;4;11/01/2018;09/25/2018;11/12/2018;11/09/2018;11/09/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3274234;PLATINUM;N45;STOCK ITEM;40;91.38;3655.12;94.56;3782.45;129.98;5199.24;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43416;12;11;2018;4;11/01/2018;02/01/2018;11/13/2018;11/12/2018;11/12/2018;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3289961;FIRST DI;N30;STOCK ITEM;140;64.44;9022.09;67.13;9397.59;92.27;12917.65;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43425;21;11;2018;4;11/01/2018;11/22/2018;11/22/2018;11/21/2018;11/21/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3311128;FIRST DI;N30;STOCK ITEM;20;63.28;1265.69;65.95;1318.98;90.65;1813.02;66.2675;8.756;75.0235;0;0.25829;BRL;1;P003;10;14
800002\30A;800002;43439;5;12;2018;4;12/01/2018;12/07/2018;12/07/2018;12/05/2018;12/05/2018;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3305870;FIRST DI;N30;STOCK ITEM;40;48.36;1934.33;50.77;2030.99;58.53;2341.2;63.036;9.312;72.348;0;0.26043;BRL;1;P003;10;14
800002\30A;800002;43473;8;1;2019;1;01/01/2019;01/09/2019;01/09/2019;01/08/2019;01/08/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3278899;PREMIER;N30;STOCK ITEM;80;93.4;7471.65;96.12;7689.71;132.13;10570.05;67.7995;9.155;76.9545;0;0.25738;BRL;1;P003;10;14
800002\30A;800002;43473;8;1;2019;1;01/01/2019;01/10/2019;01/10/2019;01/08/2019;01/08/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3305873;GOLD;N30;STOCK ITEM;40;60.06;2402.49;62.65;2505.83;72.21;2888.56;67.7995;9.155;76.9545;0;0.25738;BRL;1;P003;10;14
800002\30A;800002;43501;5;2;2019;1;02/01/2019;02/06/2019;02/06/2019;02/05/2019;02/05/2019;CA;101;Textiles;201;Custom Textil Frmla;38249989;1000;3361248;FIRST DI;N30;STOCK ITEM;200;62.37;12474.31;64.99;12997.09;89.33;17865.42;67.3285;8.996;76.3245;0;0.26163;BRL;1;P003;10;14
800002\30A;800002;43508;12;2;2019;1;02/01/2019;02/13/2019;02/13/2019;02/12/2019;02/12/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3367846;PREMIER;N45;STOCK ITEM;20;89.28;1785.64;92.42;1848.4;127.04;2540.76;67.3285;8.996;76.3245;0;0.26163;BRL;1;P003;10;14
800002\30A;800002;43514;18;2;2019;1;02/01/2019;02/19/2019;02/19/2019;02/18/2019;02/18/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3371684;FIRST DI;N28;STOCK ITEM;20;65.02;1300.44;67.62;1352.43;92.95;1859;67.3285;8.996;76.3245;0;0.26163;BRL;1;P003;10;14
800002\30A;800002;43535;11;3;2019;1;03/01/2019;03/12/2019;03/12/2019;03/11/2019;03/11/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3378145;BRONZE;N30;STOCK ITEM;20;65.12;1302.31;67.86;1357.13;93.27;1865.47;66.4205;8.935;75.3555;0;0.2659;BRL;1;P003;10;14
800002\30A;800002;43538;14;3;2019;1;03/01/2019;03/15/2019;03/15/2019;03/14/2019;03/14/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3389935;PLATINUM;N45;STOCK ITEM;40;88.85;3554.01;91.97;3678.91;126.42;5056.93;66.4205;8.935;75.3555;0;0.2659;BRL;1;P003;10;14
800002\30A;800002;43553;29;3;2019;1;03/01/2019;04/01/2019;04/01/2019;03/29/2019;03/29/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3399519;PLATINUM;N45;STOCK ITEM;20;88.85;1777;91.97;1839.47;126.42;2528.47;66.4205;8.935;75.3555;0;0.2659;BRL;1;P003;10;14
800002\30A;800002;43591;6;5;2019;2;05/01/2019;05/06/2019;05/07/2019;05/06/2019;05/06/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3425008;FIRST DI;N30;STOCK ITEM;20;74.53;1490.66;77.48;1549.53;89.31;1786.2;64.8705;9.513;74.3835;0;0.25419;BRL;1;P003;10;14
800002\30A;800002;43599;14;5;2019;2;05/01/2019;05/15/2019;05/15/2019;05/14/2019;05/14/2019;CA;103;Digital Business Dev;204;Digi Prntg Ctgs;38249989;1003;3433652;FIRST DI;CIA;STOCK ITEM;20;85.44;1708.7;86.97;1739.39;100.25;2005.05;64.8705;9.513;74.3835;0;0.25419;BRL;1;P003;10;14
800002\30A;800002;43609;24;5;2019;2;05/01/2019;05/27/2019;05/27/2019;05/24/2019;05/24/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3442063;FIRST DI;N30;STOCK ITEM;20;68.21;1364.1;71.08;1421.52;97.7;1953.98;64.8705;9.513;74.3835;0;0.25419;BRL;1;P003;10;14
800002\30A;800002;43616;31;5;2019;2;05/01/2019;06/03/2019;06/03/2019;05/31/2019;05/31/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3446609;PREMIER;N45;STOCK ITEM;20;92.97;1859.38;96.24;1924.74;132.28;2645.68;64.8705;9.513;74.3835;0;0.25419;BRL;1;P003;10;14
800002\30A;800002;43619;3;6;2019;2;06/01/2019;04/09/2019;06/04/2019;06/03/2019;06/03/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3349614;PREMIER;N30;STOCK ITEM;80;99.31;7944.51;102.2;8176.38;140.49;11239;65.211;9.632;74.843;0;0.24874;BRL;1;P003;10;14
800002\30A;800002;43628;12;6;2019;2;06/01/2019;06/12/2019;06/13/2019;06/11/2019;06/12/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3453956;FIRST DI;N30;STOCK ITEM;20;79.43;1588.5;82.43;1648.61;113.31;2266.13;65.211;9.632;74.843;0;0.24874;BRL;1;P003;10;14
800002\30A;800002;43648;2;7;2019;3;07/01/2019;07/03/2019;07/03/2019;07/02/2019;07/02/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3467501;PLATINUM;N45;STOCK ITEM;20;92.17;1843.48;95.41;1908.27;131.15;2623.05;72.637;9.113;81.75;0;0.25529;BRL;1;P003;10;14
800002\30A;800002;43649;3;7;2019;3;07/01/2019;07/04/2019;07/04/2019;07/03/2019;07/03/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1002;3468221;FIRST DI;N30;STOCK ITEM;40;62.5;2499.87;65.18;2607.39;75.14;3005.64;72.637;9.113;81.75;0;0.25529;BRL;1;P003;10;14
800002\30A;800002;43682;5;8;2019;3;08/01/2019;08/06/2019;08/06/2019;08/05/2019;08/05/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3477235;PLATINUM;N45;STOCK ITEM;20;88.62;1772.41;91.76;1835.22;126.13;2522.64;72.806;9.006;81.812;0;0.26319;BRL;1;P003;10;14
800002\30A;800002;43685;8;8;2019;3;08/01/2019;08/09/2019;08/09/2019;08/08/2019;08/08/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3425979;PREMIER;N30;STOCK ITEM;80;100.42;8033.79;103.35;8268.25;142.07;11365.29;72.806;9.006;81.812;0;0.26319;BRL;1;P003;10;14
800002\30A;800002;43685;8;8;2019;3;08/01/2019;08/09/2019;08/09/2019;08/08/2019;08/08/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3482132;FIRST DI;N28;STOCK ITEM;20;69.74;1394.76;72.53;1450.52;99.69;1993.84;72.806;9.006;81.812;0;0.26319;BRL;1;P003;10;14
800002\30A;800002;43689;12;8;2019;3;08/01/2019;08/13/2019;08/13/2019;08/12/2019;08/12/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3483012;PLATINUM;N45;STOCK ITEM;20;88.62;1772.41;91.76;1835.22;126.13;2522.64;72.806;9.006;81.812;0;0.26319;BRL;1;P003;10;14
800002\30A;800002;43698;21;8;2019;3;08/01/2019;08/22/2019;08/22/2019;08/21/2019;08/21/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3484527;BRONZE;ZPL1;STOCK ITEM;20;68.06;1361.12;70.45;1408.94;96.83;1936.69;72.806;9.006;81.812;0;0.26319;BRL;1;P003;10;14
800002\30A;800002;43720;12;9;2019;3;09/01/2019;09/13/2019;09/13/2019;09/12/2019;09/12/2019;CA;100;Paints & Coatings;203;Gen Industrial Ctgs;38249989;1000;3494220;BRONZE;ZPL1;STOCK ITEM;20;56.68;1133.63;59.52;1190.49;81.82;1636.41;71.722;9.9045;81.6265;0;0.25108;BRL;1;P003;10;14
